agent_id,tour_id,dependency_agent_id,duration_in_min,following_agent_id,from_zone_id, to_zone_id, from_origin_node_id, to_destination_node_id, departure_time_in_min, arrival_time_in_min, complete_flag, travel_time_in_min, demand_type, vehicle_type, PCE, information_type, value_of_time, toll_cost, distance, TotalEnergy_(KJ), CO2_(g), NOX_(g), CO_(g), HC_(g), PM_(g), PM_2.5(g),vehicle_age,number_of_nodes,path_node_sequence,org_path_node_sequence,path_time_sequence,origin_node_x,origin_node_y,destination_node_x,destination_node_y,
217,-1,-1,-1,-1,1,2,1,2,959.03,992.10,c,33.07,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35449.007813,0.000000,0.000000,0.000000,0,3,1;4;2;,,959.0;976.5;992.1;,27.613539,26.820908,55.891174,28.320480,
218,-1,-1,-1,-1,1,2,1,2,959.17,992.20,c,33.03,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35434.929688,0.000000,0.000000,0.000000,0,3,1;4;2;,,959.1;976.7;992.2;,27.613539,26.820908,55.891174,28.320480,
219,-1,-1,-1,-1,1,2,1,2,959.30,992.40,c,33.10,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35463.316406,0.000000,0.000000,0.000000,15,3,1;4;2;,,959.3;976.8;992.4;,27.613539,26.820908,55.891174,28.320480,
220,-1,-1,-1,-1,1,2,1,2,959.43,992.50,c,33.07,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35449.214844,0.000000,0.000000,0.000000,0,3,1;4;2;,,959.4;976.9;992.5;,27.613539,26.820908,55.891174,28.320480,
221,-1,-1,-1,-1,1,2,1,2,959.57,992.60,c,33.03,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35435.113281,0.000000,0.000000,0.000000,5,3,1;4;2;,,959.5;977.1;992.6;,27.613539,26.820908,55.891174,28.320480,
222,-1,-1,-1,-1,1,2,1,2,959.70,992.80,c,33.10,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35463.500000,0.000000,0.000000,0.000000,15,3,1;4;2;,,959.7;977.2;992.8;,27.613539,26.820908,55.891174,28.320480,
223,-1,-1,-1,-1,1,2,1,2,959.83,992.90,c,33.07,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35449.421875,0.000000,0.000000,0.000000,0,3,1;4;2;,,959.8;977.3;992.9;,27.613539,26.820908,55.891174,28.320480,
224,-1,-1,-1,-1,1,2,1,2,959.97,993.00,c,33.03,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35435.320313,0.000000,0.000000,0.000000,0,3,1;4;2;,,959.9;977.5;993.0;,27.613539,26.820908,55.891174,28.320480,
225,-1,-1,-1,-1,1,2,1,2,960.10,993.20,c,33.10,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35463.679688,0.000000,0.000000,0.000000,10,3,1;4;2;,,960.0;977.6;993.2;,27.613539,26.820908,55.891174,28.320480,
226,-1,-1,-1,-1,1,2,1,2,960.23,993.30,c,33.07,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35449.578125,0.000000,0.000000,0.000000,5,3,1;4;2;,,960.2;977.7;993.3;,27.613539,26.820908,55.891174,28.320480,
227,-1,-1,-1,-1,1,2,1,2,960.37,993.40,c,33.03,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35435.500000,0.000000,0.000000,0.000000,10,3,1;4;2;,,960.3;977.9;993.4;,27.613539,26.820908,55.891174,28.320480,
228,-1,-1,-1,-1,1,2,1,2,960.50,993.60,c,33.10,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35463.859375,0.000000,0.000000,0.000000,15,3,1;4;2;,,960.4;978.0;993.6;,27.613539,26.820908,55.891174,28.320480,
229,-1,-1,-1,-1,1,2,1,2,960.63,993.70,c,33.07,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35449.785156,0.000000,0.000000,0.000000,0,3,1;4;2;,,960.6;978.1;993.7;,27.613539,26.820908,55.891174,28.320480,
230,-1,-1,-1,-1,1,2,1,2,960.77,993.80,c,33.03,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35435.683594,0.000000,0.000000,0.000000,0,3,1;4;2;,,960.7;978.3;993.8;,27.613539,26.820908,55.891174,28.320480,
231,-1,-1,-1,-1,1,2,1,2,960.90,994.00,c,33.10,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35464.070313,0.000000,0.000000,0.000000,0,3,1;4;2;,,960.8;978.4;994.0;,27.613539,26.820908,55.891174,28.320480,
232,-1,-1,-1,-1,1,2,1,2,961.03,994.10,c,33.07,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35449.968750,0.000000,0.000000,0.000000,5,3,1;4;2;,,961.0;978.5;994.1;,27.613539,26.820908,55.891174,28.320480,
233,-1,-1,-1,-1,1,2,1,2,961.17,994.20,c,33.03,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35435.890625,0.000000,0.000000,0.000000,10,3,1;4;2;,,961.1;978.7;994.2;,27.613539,26.820908,55.891174,28.320480,
234,-1,-1,-1,-1,1,2,1,2,961.30,994.40,c,33.10,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35464.250000,0.000000,0.000000,0.000000,15,3,1;4;2;,,961.2;978.8;994.4;,27.613539,26.820908,55.891174,28.320480,
235,-1,-1,-1,-1,1,2,1,2,961.43,994.50,c,33.07,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35450.148438,0.000000,0.000000,0.000000,10,3,1;4;2;,,961.4;978.9;994.5;,27.613539,26.820908,55.891174,28.320480,
236,-1,-1,-1,-1,1,2,1,2,961.56,994.60,c,33.04,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35436.046875,0.000000,0.000000,0.000000,5,3,1;4;2;,,961.5;979.1;994.6;,27.613539,26.820908,55.891174,28.320480,
237,-1,-1,-1,-1,1,2,1,2,961.70,994.80,c,33.10,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35464.429688,0.000000,0.000000,0.000000,0,3,1;4;2;,,961.6;979.2;994.8;,27.613539,26.820908,55.891174,28.320480,
238,-1,-1,-1,-1,1,2,1,2,961.83,994.90,c,33.07,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35450.355469,0.000000,0.000000,0.000000,0,3,1;4;2;,,961.8;979.3;994.9;,27.613539,26.820908,55.891174,28.320480,
239,-1,-1,-1,-1,1,2,1,2,961.96,995.00,c,33.04,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35436.253906,0.000000,0.000000,0.000000,5,3,1;4;2;,,961.9;979.5;995.0;,27.613539,26.820908,55.891174,28.320480,
240,-1,-1,-1,-1,1,2,1,2,962.10,995.20,c,33.10,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35464.640625,0.000000,0.000000,0.000000,5,3,1;4;2;,,962.0;979.6;995.2;,27.613539,26.820908,55.891174,28.320480,
241,-1,-1,-1,-1,1,2,1,2,962.23,995.30,c,33.07,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35450.539063,0.000000,0.000000,0.000000,5,3,1;4;2;,,962.2;979.7;995.3;,27.613539,26.820908,55.891174,28.320480,
242,-1,-1,-1,-1,1,2,1,2,962.36,995.40,c,33.04,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35436.460938,0.000000,0.000000,0.000000,10,3,1;4;2;,,962.3;979.9;995.4;,27.613539,26.820908,55.891174,28.320480,
243,-1,-1,-1,-1,1,2,1,2,962.50,995.60,c,33.10,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35464.796875,0.000000,0.000000,0.000000,15,3,1;4;2;,,962.4;980.0;995.6;,27.613539,26.820908,55.891174,28.320480,
244,-1,-1,-1,-1,1,2,1,2,962.63,995.70,c,33.07,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35450.718750,0.000000,0.000000,0.000000,10,3,1;4;2;,,962.6;980.1;995.7;,27.613539,26.820908,55.891174,28.320480,
245,-1,-1,-1,-1,1,2,1,2,962.76,995.80,c,33.04,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35436.617188,0.000000,0.000000,0.000000,0,3,1;4;2;,,962.7;980.3;995.8;,27.613539,26.820908,55.891174,28.320480,
246,-1,-1,-1,-1,1,2,1,2,962.90,996.00,c,33.10,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35465.000000,0.000000,0.000000,0.000000,0,3,1;4;2;,,962.8;980.4;996.0;,27.613539,26.820908,55.891174,28.320480,
247,-1,-1,-1,-1,1,2,1,2,963.03,996.10,c,33.07,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35450.898438,0.000000,0.000000,0.000000,15,3,1;4;2;,,963.0;980.5;996.1;,27.613539,26.820908,55.891174,28.320480,
248,-1,-1,-1,-1,1,2,1,2,963.16,996.20,c,33.04,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35436.824219,0.000000,0.000000,0.000000,0,3,1;4;2;,,963.1;980.7;996.2;,27.613539,26.820908,55.891174,28.320480,
249,-1,-1,-1,-1,1,2,1,2,963.30,996.40,c,33.10,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35465.210938,0.000000,0.000000,0.000000,10,3,1;4;2;,,963.2;980.8;996.4;,27.613539,26.820908,55.891174,28.320480,
250,-1,-1,-1,-1,1,2,1,2,963.43,996.50,c,33.07,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35451.109375,0.000000,0.000000,0.000000,5,3,1;4;2;,,963.4;980.9;996.5;,27.613539,26.820908,55.891174,28.320480,
251,-1,-1,-1,-1,1,2,1,2,963.56,996.60,c,33.04,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35437.007813,0.000000,0.000000,0.000000,15,3,1;4;2;,,963.5;981.1;996.6;,27.613539,26.820908,55.891174,28.320480,
252,-1,-1,-1,-1,1,2,1,2,963.70,996.80,c,33.10,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35465.367188,0.000000,0.000000,0.000000,10,3,1;4;2;,,963.6;981.2;996.8;,27.613539,26.820908,55.891174,28.320480,
253,-1,-1,-1,-1,1,2,1,2,963.83,996.90,c,33.07,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35451.289063,0.000000,0.000000,0.000000,10,3,1;4;2;,,963.8;981.3;996.9;,27.613539,26.820908,55.891174,28.320480,
254,-1,-1,-1,-1,1,2,1,2,963.96,997.00,c,33.04,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35437.187500,0.000000,0.000000,0.000000,15,3,1;4;2;,,963.9;981.5;997.0;,27.613539,26.820908,55.891174,28.320480,
255,-1,-1,-1,-1,1,2,1,2,964.10,997.20,c,33.10,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35465.570313,0.000000,0.000000,0.000000,15,3,1;4;2;,,964.0;981.6;997.2;,27.613539,26.820908,55.891174,28.320480,
256,-1,-1,-1,-1,1,2,1,2,964.23,997.30,c,33.07,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35451.468750,0.000000,0.000000,0.000000,15,3,1;4;2;,,964.2;981.7;997.3;,27.613539,26.820908,55.891174,28.320480,
257,-1,-1,-1,-1,1,2,1,2,964.36,997.40,c,33.04,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35437.394531,0.000000,0.000000,0.000000,15,3,1;4;2;,,964.3;981.9;997.4;,27.613539,26.820908,55.891174,28.320480,
258,-1,-1,-1,-1,1,2,1,2,964.49,997.60,c,33.10,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35465.753906,0.000000,0.000000,0.000000,10,3,1;4;2;,,964.4;982.0;997.6;,27.613539,26.820908,55.891174,28.320480,
259,-1,-1,-1,-1,1,2,1,2,964.63,997.70,c,33.07,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35451.679688,0.000000,0.000000,0.000000,0,3,1;4;2;,,964.6;982.1;997.7;,27.613539,26.820908,55.891174,28.320480,
260,-1,-1,-1,-1,1,2,1,2,964.76,997.80,c,33.04,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35437.578125,0.000000,0.000000,0.000000,5,3,1;4;2;,,964.7;982.3;997.8;,27.613539,26.820908,55.891174,28.320480,
261,-1,-1,-1,-1,1,2,1,2,964.89,998.00,c,33.11,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35465.960938,0.000000,0.000000,0.000000,10,3,1;4;2;,,964.8;982.4;998.0;,27.613539,26.820908,55.891174,28.320480,
262,-1,-1,-1,-1,1,2,1,2,965.03,998.10,c,33.07,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35451.835938,0.000000,0.000000,0.000000,15,3,1;4;2;,,965.0;982.5;998.1;,27.613539,26.820908,55.891174,28.320480,
263,-1,-1,-1,-1,1,2,1,2,965.16,998.20,c,33.04,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35437.757813,0.000000,0.000000,0.000000,5,3,1;4;2;,,965.1;982.7;998.2;,27.613539,26.820908,55.891174,28.320480,
264,-1,-1,-1,-1,1,2,1,2,965.29,998.40,c,33.11,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35466.140625,0.000000,0.000000,0.000000,0,3,1;4;2;,,965.2;982.8;998.4;,27.613539,26.820908,55.891174,28.320480,
265,-1,-1,-1,-1,1,2,1,2,965.43,998.50,c,33.07,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35452.039063,0.000000,0.000000,0.000000,10,3,1;4;2;,,965.4;982.9;998.5;,27.613539,26.820908,55.891174,28.320480,
266,-1,-1,-1,-1,1,2,1,2,965.56,998.60,c,33.04,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35437.937500,0.000000,0.000000,0.000000,5,3,1;4;2;,,965.5;983.1;998.6;,27.613539,26.820908,55.891174,28.320480,
267,-1,-1,-1,-1,1,2,1,2,965.69,998.80,c,33.11,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35466.324219,0.000000,0.000000,0.000000,15,3,1;4;2;,,965.6;983.2;998.8;,27.613539,26.820908,55.891174,28.320480,
268,-1,-1,-1,-1,1,2,1,2,965.83,998.90,c,33.07,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35452.250000,0.000000,0.000000,0.000000,5,3,1;4;2;,,965.8;983.3;998.9;,27.613539,26.820908,55.891174,28.320480,
269,-1,-1,-1,-1,1,2,1,2,965.96,999.00,c,33.04,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35438.148438,0.000000,0.000000,0.000000,5,3,1;4;2;,,965.9;983.5;999.0;,27.613539,26.820908,55.891174,28.320480,
270,-1,-1,-1,-1,1,2,1,2,966.09,999.20,c,33.11,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35466.507813,0.000000,0.000000,0.000000,10,3,1;4;2;,,966.0;983.6;999.2;,27.613539,26.820908,55.891174,28.320480,
271,-1,-1,-1,-1,1,2,1,2,966.23,999.30,c,33.07,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35452.406250,0.000000,0.000000,0.000000,15,3,1;4;2;,,966.2;983.7;999.3;,27.613539,26.820908,55.891174,28.320480,
272,-1,-1,-1,-1,1,2,1,2,966.36,999.40,c,33.04,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35438.328125,0.000000,0.000000,0.000000,15,3,1;4;2;,,966.3;983.9;999.4;,27.613539,26.820908,55.891174,28.320480,
273,-1,-1,-1,-1,1,2,1,2,966.49,999.60,c,33.11,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35466.687500,0.000000,0.000000,0.000000,5,3,1;4;2;,,966.4;984.0;999.6;,27.613539,26.820908,55.891174,28.320480,
274,-1,-1,-1,-1,1,2,1,2,966.63,999.70,c,33.07,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35452.609375,0.000000,0.000000,0.000000,15,3,1;4;2;,,966.6;984.1;999.7;,27.613539,26.820908,55.891174,28.320480,
275,-1,-1,-1,-1,1,2,1,2,966.76,999.80,c,33.04,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35438.507813,0.000000,0.000000,0.000000,5,3,1;4;2;,,966.7;984.3;999.8;,27.613539,26.820908,55.891174,28.320480,
276,-1,-1,-1,-1,1,2,1,2,966.89,1000.00,c,33.11,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35466.894531,0.000000,0.000000,0.000000,5,3,1;4;2;,,966.8;984.4;1000.0;,27.613539,26.820908,55.891174,28.320480,
277,-1,-1,-1,-1,1,2,1,2,967.03,1000.10,c,33.07,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35452.792969,0.000000,0.000000,0.000000,5,3,1;4;2;,,967.0;984.5;1000.1;,27.613539,26.820908,55.891174,28.320480,
278,-1,-1,-1,-1,1,2,1,2,967.16,1000.20,c,33.04,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35438.718750,0.000000,0.000000,0.000000,10,3,1;4;2;,,967.1;984.7;1000.2;,27.613539,26.820908,55.891174,28.320480,
279,-1,-1,-1,-1,1,2,1,2,967.29,1000.40,c,33.11,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35467.101563,0.000000,0.000000,0.000000,0,3,1;4;2;,,967.2;984.8;1000.4;,27.613539,26.820908,55.891174,28.320480,
280,-1,-1,-1,-1,1,2,1,2,967.43,1000.50,c,33.07,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35452.976563,0.000000,0.000000,0.000000,5,3,1;4;2;,,967.4;984.9;1000.5;,27.613539,26.820908,55.891174,28.320480,
281,-1,-1,-1,-1,1,2,1,2,967.56,1000.60,c,33.04,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35438.871094,0.000000,0.000000,0.000000,0,3,1;4;2;,,967.5;985.1;1000.6;,27.613539,26.820908,55.891174,28.320480,
282,-1,-1,-1,-1,1,2,1,2,967.69,1000.80,c,33.11,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35467.257813,0.000000,0.000000,0.000000,5,3,1;4;2;,,967.6;985.2;1000.8;,27.613539,26.820908,55.891174,28.320480,
283,-1,-1,-1,-1,1,2,1,2,967.82,1000.90,c,33.08,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35453.179688,0.000000,0.000000,0.000000,10,3,1;4;2;,,967.8;985.3;1000.9;,27.613539,26.820908,55.891174,28.320480,
284,-1,-1,-1,-1,1,2,1,2,967.96,1001.00,c,33.04,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35439.078125,0.000000,0.000000,0.000000,0,3,1;4;2;,,967.9;985.5;1001.0;,27.613539,26.820908,55.891174,28.320480,
285,-1,-1,-1,-1,1,2,1,2,968.09,1001.10,c,33.01,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35424.976563,0.000000,0.000000,0.000000,15,3,1;4;2;,,968.0;985.6;1001.1;,27.613539,26.820908,55.891174,28.320480,
286,-1,-1,-1,-1,1,2,1,2,968.22,1001.30,c,33.08,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35453.363281,0.000000,0.000000,0.000000,15,3,1;4;2;,,968.2;985.7;1001.3;,27.613539,26.820908,55.891174,28.320480,
287,-1,-1,-1,-1,1,2,1,2,968.36,1001.40,c,33.04,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35439.289063,0.000000,0.000000,0.000000,15,3,1;4;2;,,968.3;985.9;1001.4;,27.613539,26.820908,55.891174,28.320480,
288,-1,-1,-1,-1,1,2,1,2,968.49,1001.50,c,33.01,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35425.183594,0.000000,0.000000,0.000000,0,3,1;4;2;,,968.4;986.0;1001.5;,27.613539,26.820908,55.891174,28.320480,
289,-1,-1,-1,-1,1,2,1,2,968.62,1001.70,c,33.08,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35453.546875,0.000000,0.000000,0.000000,10,3,1;4;2;,,968.6;986.1;1001.7;,27.613539,26.820908,55.891174,28.320480,
290,-1,-1,-1,-1,1,2,1,2,968.76,1001.80,c,33.04,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35439.441406,0.000000,0.000000,0.000000,0,3,1;4;2;,,968.7;986.3;1001.8;,27.613539,26.820908,55.891174,28.320480,
291,-1,-1,-1,-1,1,2,1,2,968.89,1001.90,c,33.01,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35425.367188,0.000000,0.000000,0.000000,10,3,1;4;2;,,968.8;986.4;1001.9;,27.613539,26.820908,55.891174,28.320480,
292,-1,-1,-1,-1,1,2,1,2,969.02,1002.10,c,33.08,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35453.726563,0.000000,0.000000,0.000000,0,3,1;4;2;,,969.0;986.5;1002.1;,27.613539,26.820908,55.891174,28.320480,
293,-1,-1,-1,-1,1,2,1,2,969.16,1002.20,c,33.04,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35439.648438,0.000000,0.000000,0.000000,0,3,1;4;2;,,969.1;986.7;1002.2;,27.613539,26.820908,55.891174,28.320480,
294,-1,-1,-1,-1,1,2,1,2,969.29,1002.30,c,33.01,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35425.546875,0.000000,0.000000,0.000000,15,3,1;4;2;,,969.2;986.8;1002.3;,27.613539,26.820908,55.891174,28.320480,
295,-1,-1,-1,-1,1,2,1,2,969.42,1002.50,c,33.08,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35453.933594,0.000000,0.000000,0.000000,0,3,1;4;2;,,969.4;986.9;1002.5;,27.613539,26.820908,55.891174,28.320480,
296,-1,-1,-1,-1,1,2,1,2,969.56,1002.60,c,33.04,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35439.828125,0.000000,0.000000,0.000000,10,3,1;4;2;,,969.5;987.1;1002.6;,27.613539,26.820908,55.891174,28.320480,
297,-1,-1,-1,-1,1,2,1,2,969.69,1002.70,c,33.01,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35425.753906,0.000000,0.000000,0.000000,0,3,1;4;2;,,969.6;987.2;1002.7;,27.613539,26.820908,55.891174,28.320480,
298,-1,-1,-1,-1,1,2,1,2,969.82,1002.90,c,33.08,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35454.117188,0.000000,0.000000,0.000000,15,3,1;4;2;,,969.8;987.3;1002.9;,27.613539,26.820908,55.891174,28.320480,
299,-1,-1,-1,-1,1,2,1,2,969.96,1003.00,c,33.04,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35440.011719,0.000000,0.000000,0.000000,5,3,1;4;2;,,969.9;987.5;1003.0;,27.613539,26.820908,55.891174,28.320480,
300,-1,-1,-1,-1,1,2,1,2,970.09,1003.10,c,33.01,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35425.910156,0.000000,0.000000,0.000000,0,3,1;4;2;,,970.0;987.6;1003.1;,27.613539,26.820908,55.891174,28.320480,
301,-1,-1,-1,-1,1,2,1,2,970.22,1003.30,c,33.08,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35454.296875,0.000000,0.000000,0.000000,15,3,1;4;2;,,970.2;987.7;1003.3;,27.613539,26.820908,55.891174,28.320480,
302,-1,-1,-1,-1,1,2,1,2,970.36,1003.40,c,33.04,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35440.218750,0.000000,0.000000,0.000000,0,3,1;4;2;,,970.3;987.9;1003.4;,27.613539,26.820908,55.891174,28.320480,
303,-1,-1,-1,-1,1,2,1,2,970.49,1003.50,c,33.01,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35426.117188,0.000000,0.000000,0.000000,10,3,1;4;2;,,970.4;988.0;1003.5;,27.613539,26.820908,55.891174,28.320480,
304,-1,-1,-1,-1,1,2,1,2,970.62,1003.70,c,33.08,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35454.503906,0.000000,0.000000,0.000000,5,3,1;4;2;,,970.6;988.1;1003.7;,27.613539,26.820908,55.891174,28.320480,
305,-1,-1,-1,-1,1,2,1,2,970.75,1003.80,c,33.05,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35440.398438,0.000000,0.000000,0.000000,0,3,1;4;2;,,970.7;988.3;1003.8;,27.613539,26.820908,55.891174,28.320480,
306,-1,-1,-1,-1,1,2,1,2,970.89,1003.90,c,33.01,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35426.324219,0.000000,0.000000,0.000000,15,3,1;4;2;,,970.8;988.4;1003.9;,27.613539,26.820908,55.891174,28.320480,
307,-1,-1,-1,-1,1,2,1,2,971.02,1004.10,c,33.08,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35454.656250,0.000000,0.000000,0.000000,10,3,1;4;2;,,971.0;988.5;1004.1;,27.613539,26.820908,55.891174,28.320480,
308,-1,-1,-1,-1,1,2,1,2,971.15,1004.20,c,33.05,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35440.582031,0.000000,0.000000,0.000000,10,3,1;4;2;,,971.1;988.7;1004.2;,27.613539,26.820908,55.891174,28.320480,
309,-1,-1,-1,-1,1,2,1,2,971.29,1004.30,c,33.01,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35426.480469,0.000000,0.000000,0.000000,15,3,1;4;2;,,971.2;988.8;1004.3;,27.613539,26.820908,55.891174,28.320480,
310,-1,-1,-1,-1,1,2,1,2,971.42,1004.50,c,33.08,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35454.867188,0.000000,0.000000,0.000000,10,3,1;4;2;,,971.4;988.9;1004.5;,27.613539,26.820908,55.891174,28.320480,
311,-1,-1,-1,-1,1,2,1,2,971.55,1004.60,c,33.05,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35440.765625,0.000000,0.000000,0.000000,10,3,1;4;2;,,971.5;989.1;1004.6;,27.613539,26.820908,55.891174,28.320480,
312,-1,-1,-1,-1,1,2,1,2,971.69,1004.70,c,33.01,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35426.687500,0.000000,0.000000,0.000000,5,3,1;4;2;,,971.6;989.2;1004.7;,27.613539,26.820908,55.891174,28.320480,
313,-1,-1,-1,-1,1,2,1,2,971.82,1004.90,c,33.08,1,1,1.00,1,10.00,0.000,35.781,0.000000,0.000000,0.000000,35455.074219,0.000000,0.000000,0.000000,5,3,1;4;2;,,971.8;989.3;1004.9;,27.613539,26.820908,55.891174,28.320480,
