name,link_id,TMC,from_node_id,to_node_id,link_type_name,direction,length,number_of_lanes,speed_limit_in_mph,saturation_flow_rate_in_vhc_per_hour_per_lane,lane_capacity_in_vhc_per_hour,link_type,jam_density_in_vhc_pmpl,wave_speed_in_mph,effective_green_time_length_in_second,green_start_time_in_second,AADT_conversion_factor,mode_code,grade,geometry,original_geometry
700 West,5030,,5030,4958,Principal arterial,1,0.1648,2,36,2000,407.2,3,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.910353,40.620919,0.0 -111.910350,40.618529,0.0</coordinates></LineString>","<LineString><coordinates>-111.910235,40.620919,0.0 -111.910232,40.618529,0.0</coordinates></LineString>"
7000 Sout,5030,,5030,10872,Principal arterial,1,0.1514,2,36,2000,407.2,3,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.910228,40.621037,0.0 -111.913100,40.621212,0.0</coordinates></LineString>","<LineString><coordinates>-111.910235,40.620919,0.0 -111.913107,40.621094,0.0</coordinates></LineString>"
7200 Sout,5030,,5030,11128,Principal arterial,1,0.1357,2,29,2000,407.2,3,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.910238,40.620801,0.0 -111.907658,40.620738,0.0</coordinates></LineString>","<LineString><coordinates>-111.910235,40.620919,0.0 -111.907655,40.620856,0.0</coordinates></LineString>"
Center St,5034,,5034,11129,Principal arterial,1,0.2536,2,36,2000,407.2,3,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.902815,40.611042,0.0 -111.907639,40.611029,0.0</coordinates></LineString>","<LineString><coordinates>-111.902815,40.610924,0.0 -111.907639,40.610911,0.0</coordinates></LineString>"
7200 Sout,5037,,5037,11128,Principal arterial,1,0.1519,2,29,2000,407.2,3,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.904765,40.620926,0.0 -111.907653,40.620974,0.0</coordinates></LineString>","<LineString><coordinates>-111.904767,40.620808,0.0 -111.907655,40.620856,0.0</coordinates></LineString>"
1300 West,5103,,5103,5820,Major arterial,1,0.5746,1,32,2000,666.4,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.929105,40.594992,0.0 -111.929149,40.603322,0.0</coordinates></LineString>","<LineString><coordinates>-111.929223,40.594991,0.0 -111.929267,40.603321,0.0</coordinates></LineString>"
1300 West,5103,,5103,11161,Major arterial,1,0.2721,1,32,2000,666.4,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.929341,40.594992,0.0 -111.929390,40.591048,0.0</coordinates></LineString>","<LineString><coordinates>-111.929223,40.594991,0.0 -111.929272,40.591047,0.0</coordinates></LineString>"
700 West,5106,,5106,4804,Major arterial,1,0.2604,1,29,2000,666.4,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.910150,40.598558,0.0 -111.910189,40.602332,0.0</coordinates></LineString>","<LineString><coordinates>-111.910268,40.598557,0.0 -111.910307,40.602331,0.0</coordinates></LineString>"
700 West,5106,,5106,5117,Major arterial,1,0.7477,1,24,2000,633.1,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.910386,40.598557,0.0 -111.910343,40.587717,0.0</coordinates></LineString>","<LineString><coordinates>-111.910268,40.598557,0.0 -111.910225,40.587717,0.0</coordinates></LineString>"
500 West,5106,,5106,10852,Major arterial,1,0.0551,1,24,2000,633.1,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.910288,40.598440,0.0 -111.909266,40.598265,0.0</coordinates></LineString>","<LineString><coordinates>-111.910268,40.598557,0.0 -111.909246,40.598382,0.0</coordinates></LineString>"
700 West,5109,,5109,4804,Major arterial,1,0.2489,1,29,2000,666.4,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.910433,40.605939,0.0 -111.910425,40.602331,0.0</coordinates></LineString>","<LineString><coordinates>-111.910315,40.605939,0.0 -111.910307,40.602331,0.0</coordinates></LineString>"
700 West,5109,,5109,11150,Major arterial,1,0.0875,1,29,2000,666.4,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.910197,40.605941,0.0 -111.910214,40.607209,0.0</coordinates></LineString>","<LineString><coordinates>-111.910315,40.605939,0.0 -111.910332,40.607207,0.0</coordinates></LineString>"
8000 South,5109,,5109,11151,Minor arterial,1,0.1948,1,26,2000,514.5,5,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.910314,40.605821,0.0 -111.906609,40.605842,0.0</coordinates></LineString>","<LineString><coordinates>-111.910315,40.605939,0.0 -111.906610,40.605960,0.0</coordinates></LineString>"
9000 Sout,5112,,5112,5589,Highway/Expressway,1,0.2454,2,39,2000,446,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938730,40.587644,0.0 -111.934063,40.587663,0.0</coordinates></LineString>","<LineString><coordinates>-111.938730,40.587762,0.0 -111.934063,40.587781,0.0</coordinates></LineString>"
9000 Sout,5112,,5112,11159,Highway/Expressway,1,0.2563,2,39,2000,446,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938730,40.587644,0.0 -111.943604,40.587644,0.0</coordinates></LineString>","<LineString><coordinates>-111.938730,40.587762,0.0 -111.943604,40.587762,0.0</coordinates></LineString>"
Redwood R,5112,,5112,11160,Highway/Expressway,1,0.2128,3,43,2000,284.8,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938612,40.587768,0.0 -111.938760,40.590850,0.0</coordinates></LineString>","<LineString><coordinates>-111.938730,40.587762,0.0 -111.938878,40.590844,0.0</coordinates></LineString>"
Redwood R,5112,,5112,11172,Highway/Expressway,1,0.2477,2,39,2000,446,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938848,40.587765,0.0 -111.938937,40.584174,0.0</coordinates></LineString>","<LineString><coordinates>-111.938730,40.587762,0.0 -111.938819,40.584171,0.0</coordinates></LineString>"
8660 S,5113,,5113,8002,Minor arterial,1,0.242,1,26,2000,514.5,5,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938771,40.594131,0.0 -111.943374,40.594095,0.0</coordinates></LineString>","<LineString><coordinates>-111.938770,40.594013,0.0 -111.943373,40.593977,0.0</coordinates></LineString>"
Redwood R,5113,,5113,11148,Highway/Expressway,1,0.3466,3,43,2000,284.8,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938652,40.594014,0.0 -111.938675,40.599040,0.0</coordinates></LineString>","<LineString><coordinates>-111.938770,40.594013,0.0 -111.938793,40.599039,0.0</coordinates></LineString>"
Redwood R,5113,,5113,11160,Highway/Expressway,1,0.2187,3,43,2000,284.8,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938888,40.594017,0.0 -111.938996,40.590848,0.0</coordinates></LineString>","<LineString><coordinates>-111.938770,40.594013,0.0 -111.938878,40.590844,0.0</coordinates></LineString>"
9000 Sout,5114,,5114,5589,Highway/Expressway,1,0.256,2,39,2000,446,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.929195,40.587912,0.0 -111.934063,40.587899,0.0</coordinates></LineString>","<LineString><coordinates>-111.929195,40.587794,0.0 -111.934063,40.587781,0.0</coordinates></LineString>"
9000 Sout,5114,,5114,5592,Highway/Expressway,1,0.3692,2,32,2000,423.7,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.929196,40.587676,0.0 -111.922176,40.587624,0.0</coordinates></LineString>","<LineString><coordinates>-111.929195,40.587794,0.0 -111.922175,40.587742,0.0</coordinates></LineString>"
1300 West,5114,,5114,11161,Major arterial,1,0.2244,1,32,2000,666.4,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.929077,40.587797,0.0 -111.929154,40.591050,0.0</coordinates></LineString>","<LineString><coordinates>-111.929195,40.587794,0.0 -111.929272,40.591047,0.0</coordinates></LineString>"
1300 West,5114,,5114,11173,Major arterial,1,0.2362,1,29,2000,666.4,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.929313,40.587796,0.0 -111.929364,40.584371,0.0</coordinates></LineString>","<LineString><coordinates>-111.929195,40.587794,0.0 -111.929246,40.584369,0.0</coordinates></LineString>"
700 West,5117,,5117,5106,Major arterial,1,0.7477,1,24,2000,633.1,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.910107,40.587717,0.0 -111.910150,40.598557,0.0</coordinates></LineString>","<LineString><coordinates>-111.910225,40.587717,0.0 -111.910268,40.598557,0.0</coordinates></LineString>"
9000 Sout,5117,,5117,11255,Highway/Expressway,1,0.1231,2,32,2000,423.7,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.910220,40.587599,0.0 -111.907881,40.587695,0.0</coordinates></LineString>","<LineString><coordinates>-111.910225,40.587717,0.0 -111.907886,40.587813,0.0</coordinates></LineString>"
9000 Sout,5118,,5118,5727,Highway/Expressway,1,0.1119,2,32,2000,423.7,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.904261,40.587896,0.0 -111.902134,40.587882,0.0</coordinates></LineString>","<LineString><coordinates>-111.904260,40.588014,0.0 -111.902133,40.588000,0.0</coordinates></LineString>"
500 West,5118,,5118,10854,Major arterial,1,0.0913,1,24,2000,633.1,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.904378,40.588008,0.0 -111.904311,40.586685,0.0</coordinates></LineString>","<LineString><coordinates>-111.904260,40.588014,0.0 -111.904193,40.586691,0.0</coordinates></LineString>"
9000 Sout,5118,,5118,11255,Highway/Expressway,1,0.1912,2,32,2000,423.7,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.904267,40.588132,0.0 -111.907893,40.587931,0.0</coordinates></LineString>","<LineString><coordinates>-111.904260,40.588014,0.0 -111.907886,40.587813,0.0</coordinates></LineString>"
500 West,5118,,5118,11910,Major arterial,1,0.1358,1,24,2000,633.1,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.904142,40.588014,0.0 -111.904140,40.589983,0.0</coordinates></LineString>","<LineString><coordinates>-111.904260,40.588014,0.0 -111.904258,40.589983,0.0</coordinates></LineString>"
9000 Sout,5119,,5119,5727,Highway/Expressway,1,0.058,2,32,2000,423.7,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.901027,40.588089,0.0 -111.902130,40.588118,0.0</coordinates></LineString>","<LineString><coordinates>-111.901030,40.587971,0.0 -111.902133,40.588000,0.0</coordinates></LineString>"
Cent,5174,,5174,1357,Freeway,1,0.4171,7,21,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.913751,40.559079,0.0 -111.914184,40.565117,0.0</coordinates></LineString>","<LineString><coordinates>-111.913869,40.559071,0.0 -111.914302,40.565109,0.0</coordinates></LineString>"
South Jor,5174,,5174,5587,Principal arterial,1,0.2961,2,36,2000,407.2,3,120,12,12,0,0.1,,0,"<LineString><coordinates>-111.913842,40.559186,0.0 -111.919233,40.560424,0.0</coordinates></LineString>","<LineString><coordinates>-111.913869,40.559071,0.0 -111.919260,40.560309,0.0</coordinates></LineString>"
South Jor,5174,,5174,5868,Principal arterial,1,0.1943,2,36,2000,407.2,3,120,12,12,0,0.1,,0,"<LineString><coordinates>-111.913876,40.558953,0.0 -111.910194,40.558742,0.0</coordinates></LineString>","<LineString><coordinates>-111.913869,40.559071,0.0 -111.910187,40.558860,0.0</coordinates></LineString>"
9800 Sout,5175,,5175,5729,Major arterial,1,0.1853,1,24,2000,633.1,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.904348,40.569578,0.0 -111.900825,40.569591,0.0</coordinates></LineString>","<LineString><coordinates>-111.904348,40.569696,0.0 -111.900825,40.569709,0.0</coordinates></LineString>"
9800 Sout,5175,,5175,11257,Major arterial,1,0.2117,1,24,2000,633.1,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.904346,40.569814,0.0 -111.908369,40.569872,0.0</coordinates></LineString>","<LineString><coordinates>-111.904348,40.569696,0.0 -111.908371,40.569754,0.0</coordinates></LineString>"
Redwood R,5208,,5208,5209,Highway/Expressway,1,0.3999,2,39,2000,446,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938575,40.562286,0.0 -111.938620,40.568084,0.0</coordinates></LineString>","<LineString><coordinates>-111.938693,40.562285,0.0 -111.938738,40.568083,0.0</coordinates></LineString>"
Redwood R,5208,,5208,5238,Highway/Expressway,1,0.6407,1,38,2000,929.5,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938811,40.562286,0.0 -111.938871,40.552998,0.0</coordinates></LineString>","<LineString><coordinates>-111.938693,40.562285,0.0 -111.938753,40.552997,0.0</coordinates></LineString>"
South Jor,5208,,5208,11261,Principal arterial,1,0.2147,2,36,2000,407.2,3,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938693,40.562167,0.0 -111.934612,40.562180,0.0</coordinates></LineString>","<LineString><coordinates>-111.938693,40.562285,0.0 -111.934612,40.562298,0.0</coordinates></LineString>"
10400 Sou,5208,,5208,11282,Principal arterial,1,0.2666,1,35,2000,857.3,3,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938694,40.562403,0.0 -111.943763,40.562365,0.0</coordinates></LineString>","<LineString><coordinates>-111.938693,40.562285,0.0 -111.943762,40.562247,0.0</coordinates></LineString>"
Cent,5209,,5209,1351,Freeway,1,0.2524,7,21,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.938740,40.568201,0.0 -111.943537,40.568119,0.0</coordinates></LineString>","<LineString><coordinates>-111.938738,40.568083,0.0 -111.943535,40.568001,0.0</coordinates></LineString>"
Cent,5209,,5209,1352,Freeway,1,0.2516,7,21,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.938743,40.567965,0.0 -111.933968,40.567758,0.0</coordinates></LineString>","<LineString><coordinates>-111.938738,40.568083,0.0 -111.933963,40.567876,0.0</coordinates></LineString>"
Redwood R,5209,,5209,5208,Highway/Expressway,1,0.3999,2,39,2000,446,2,120,12,13,0,0.1,,0,"<LineString><coordinates>-111.938856,40.568082,0.0 -111.938811,40.562284,0.0</coordinates></LineString>","<LineString><coordinates>-111.938738,40.568083,0.0 -111.938693,40.562285,0.0</coordinates></LineString>"
Redwood R,5209,,5209,5211,Highway/Expressway,1,0.3468,2,39,2000,446,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938620,40.568082,0.0 -111.938569,40.573110,0.0</coordinates></LineString>","<LineString><coordinates>-111.938738,40.568083,0.0 -111.938687,40.573111,0.0</coordinates></LineString>"
Cent,5210,,5210,1348,Freeway,1,0.2525,7,21,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.938740,40.577079,0.0 -111.943541,40.577103,0.0</coordinates></LineString>","<LineString><coordinates>-111.938741,40.576961,0.0 -111.943542,40.576985,0.0</coordinates></LineString>"
Cent,5210,,5210,1349,Freeway,1,0.2309,7,21,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.938743,40.576843,0.0 -111.934354,40.576752,0.0</coordinates></LineString>","<LineString><coordinates>-111.938741,40.576961,0.0 -111.934352,40.576870,0.0</coordinates></LineString>"
Redwood R,5210,,5210,5211,Highway/Expressway,1,0.2656,2,39,2000,446,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938859,40.576959,0.0 -111.938805,40.573109,0.0</coordinates></LineString>","<LineString><coordinates>-111.938741,40.576961,0.0 -111.938687,40.573111,0.0</coordinates></LineString>"
Redwood R,5210,,5210,11172,Highway/Expressway,1,0.4974,2,39,2000,446,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938623,40.576962,0.0 -111.938701,40.584172,0.0</coordinates></LineString>","<LineString><coordinates>-111.938741,40.576961,0.0 -111.938819,40.584171,0.0</coordinates></LineString>"
Redwood R,5211,,5211,5209,Highway/Expressway,1,0.3468,2,39,2000,446,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938805,40.573112,0.0 -111.938856,40.568084,0.0</coordinates></LineString>","<LineString><coordinates>-111.938687,40.573111,0.0 -111.938738,40.568083,0.0</coordinates></LineString>"
Redwood R,5211,,5211,5210,Highway/Expressway,1,0.2656,2,39,2000,446,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938569,40.573113,0.0 -111.938623,40.576963,0.0</coordinates></LineString>","<LineString><coordinates>-111.938687,40.573111,0.0 -111.938741,40.576961,0.0</coordinates></LineString>"
9800 Sout,5211,,5211,11180,Major arterial,1,0.3029,1,29,2000,666.4,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938684,40.573229,0.0 -111.944439,40.573371,0.0</coordinates></LineString>","<LineString><coordinates>-111.938687,40.573111,0.0 -111.944442,40.573253,0.0</coordinates></LineString>"
9800 Sout,5211,,5211,11181,Major arterial,1,0.4027,1,29,2000,666.4,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938686,40.572993,0.0 -111.931030,40.573055,0.0</coordinates></LineString>","<LineString><coordinates>-111.938687,40.573111,0.0 -111.931031,40.573173,0.0</coordinates></LineString>"
1300 West,5214,,5214,6256,Major arterial,1,0.4031,1,29,2000,666.4,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.929089,40.562199,0.0 -111.929021,40.568043,0.0</coordinates></LineString>","<LineString><coordinates>-111.929207,40.562200,0.0 -111.929139,40.568044,0.0</coordinates></LineString>"
South Jor,5214,,5214,11259,Principal arterial,1,0.1306,2,36,2000,407.2,3,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.929216,40.562082,0.0 -111.926746,40.561891,0.0</coordinates></LineString>","<LineString><coordinates>-111.929207,40.562200,0.0 -111.926737,40.562009,0.0</coordinates></LineString>"
South Jor,5214,,5214,11261,Principal arterial,1,0.2844,2,36,2000,407.2,3,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.929205,40.562318,0.0 -111.934610,40.562416,0.0</coordinates></LineString>","<LineString><coordinates>-111.929207,40.562200,0.0 -111.934612,40.562298,0.0</coordinates></LineString>"
1300 West,5214,,5214,11281,Major arterial,1,0.4441,1,29,2000,666.4,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.929325,40.562199,0.0 -111.929271,40.555760,0.0</coordinates></LineString>","<LineString><coordinates>-111.929207,40.562200,0.0 -111.929153,40.555761,0.0</coordinates></LineString>"
9800 Sout,5215,,5215,5588,Major arterial,1,0.1435,1,29,2000,666.4,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.919698,40.572337,0.0 -111.917038,40.571871,0.0</coordinates></LineString>","<LineString><coordinates>-111.919678,40.572454,0.0 -111.917018,40.571988,0.0</coordinates></LineString>"
1000 West,5215,,5215,6255,Minor arterial,1,0.4541,1,26,2000,514.5,5,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.919796,40.572453,0.0 -111.919744,40.565870,0.0</coordinates></LineString>","<LineString><coordinates>-111.919678,40.572454,0.0 -111.919626,40.565871,0.0</coordinates></LineString>"
9800 Sout,5215,,5215,11183,Major arterial,1,0.1961,1,29,2000,666.4,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.919677,40.572572,0.0 -111.923405,40.572595,0.0</coordinates></LineString>","<LineString><coordinates>-111.919678,40.572454,0.0 -111.923406,40.572477,0.0</coordinates></LineString>"
South Jor,5216,,5216,5356,Principal arterial,1,0.1926,2,27,2000,386.8,3,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.902775,40.558879,0.0 -111.899114,40.558855,0.0</coordinates></LineString>","<LineString><coordinates>-111.902774,40.558997,0.0 -111.899113,40.558973,0.0</coordinates></LineString>"
South Jor,5216,,5216,5868,Principal arterial,1,0.3901,2,27,2000,386.8,3,120,12,11,0,0.1,,0,"<LineString><coordinates>-111.902776,40.559115,0.0 -111.910189,40.558978,0.0</coordinates></LineString>","<LineString><coordinates>-111.902774,40.558997,0.0 -111.910187,40.558860,0.0</coordinates></LineString>"
500 West,5216,,5216,10847,Major arterial,1,0.1274,2,30,2000,316.5,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.902892,40.558995,0.0 -111.902867,40.557149,0.0</coordinates></LineString>","<LineString><coordinates>-111.902774,40.558997,0.0 -111.902749,40.557151,0.0</coordinates></LineString>"
300 West,5216,,5216,11507,Major arterial,1,0.2346,2,25,2000,300.7,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.902656,40.558988,0.0 -111.902409,40.562384,0.0</coordinates></LineString>","<LineString><coordinates>-111.902774,40.558997,0.0 -111.902527,40.562393,0.0</coordinates></LineString>"
Cent,5219,,5219,1349,Freeway,1,0.2726,7,21,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.929169,40.576858,0.0 -111.934349,40.576988,0.0</coordinates></LineString>","<LineString><coordinates>-111.929172,40.576740,0.0 -111.934352,40.576870,0.0</coordinates></LineString>"
Cent,5219,,5219,1355,Freeway,1,0.2329,7,21,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.929175,40.576622,0.0 -111.924749,40.576514,0.0</coordinates></LineString>","<LineString><coordinates>-111.929172,40.576740,0.0 -111.924746,40.576632,0.0</coordinates></LineString>"
1300 West,5219,,5219,5232,Major arterial,1,0.293,1,29,2000,666.4,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.929290,40.576741,0.0 -111.929319,40.572494,0.0</coordinates></LineString>","<LineString><coordinates>-111.929172,40.576740,0.0 -111.929201,40.572493,0.0</coordinates></LineString>"
1300 West,5219,,5219,11173,Major arterial,1,0.5262,1,29,2000,666.4,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.929054,40.576741,0.0 -111.929128,40.584370,0.0</coordinates></LineString>","<LineString><coordinates>-111.929172,40.576740,0.0 -111.929246,40.584369,0.0</coordinates></LineString>"
1300 West,5232,,5232,5219,Major arterial,1,0.293,1,29,2000,666.4,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.929083,40.572492,0.0 -111.929054,40.576739,0.0</coordinates></LineString>","<LineString><coordinates>-111.929201,40.572493,0.0 -111.929172,40.576740,0.0</coordinates></LineString>"
1300 West,5232,,5232,6256,Major arterial,1,0.3069,1,29,2000,666.4,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.929319,40.572491,0.0 -111.929257,40.568042,0.0</coordinates></LineString>","<LineString><coordinates>-111.929201,40.572493,0.0 -111.929139,40.568044,0.0</coordinates></LineString>"
9800 Sout,5232,,5232,11182,Major arterial,1,0.0505,1,29,2000,666.4,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.929190,40.572611,0.0 -111.930143,40.572698,0.0</coordinates></LineString>","<LineString><coordinates>-111.929201,40.572493,0.0 -111.930154,40.572580,0.0</coordinates></LineString>"
9800 Sout,5232,,5232,11183,Major arterial,1,0.3048,1,29,2000,666.4,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.929201,40.572375,0.0 -111.923406,40.572359,0.0</coordinates></LineString>","<LineString><coordinates>-111.929201,40.572493,0.0 -111.923406,40.572477,0.0</coordinates></LineString>"
Redwood R,5238,,5238,5208,Highway/Expressway,1,0.6407,1,38,2000,929.5,2,120,12,27,0,0.1,,0,"<LineString><coordinates>-111.938635,40.552996,0.0 -111.938575,40.562284,0.0</coordinates></LineString>","<LineString><coordinates>-111.938753,40.552997,0.0 -111.938693,40.562285,0.0</coordinates></LineString>"
Cent,5240,,5240,1296,Freeway,1,0.2056,7,21,2000,1428.6,1,220,12,0,0,0.1,,0,"<LineString><coordinates>-111.911958,40.614784,0.0 -111.915667,40.613837,0.0</coordinates></LineString>","<LineString><coordinates>-111.911929,40.614669,0.0 -111.915638,40.613722,0.0</coordinates></LineString>"
Holden St,5240,,5240,5009,Principal arterial,1,0.2969,2,36,2000,407.2,3,120,12,12,0,0.1,,0,"<LineString><coordinates>-111.912043,40.614703,0.0 -111.913286,40.610504,0.0</coordinates></LineString>","<LineString><coordinates>-111.911929,40.614669,0.0 -111.913172,40.610470,0.0</coordinates></LineString>"
Holden St,5240,,5240,5010,Principal arterial,1,0.1715,2,36,2000,407.2,3,120,12,12,0,0.1,,0,"<LineString><coordinates>-111.911835,40.614596,0.0 -111.910174,40.616735,0.0</coordinates></LineString>","<LineString><coordinates>-111.911929,40.614669,0.0 -111.910268,40.616808,0.0</coordinates></LineString>"
South Jor,5356,,5356,5216,Principal arterial,1,0.1926,2,27,2000,386.8,3,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.899112,40.559091,0.0 -111.902773,40.559115,0.0</coordinates></LineString>","<LineString><coordinates>-111.899113,40.558973,0.0 -111.902774,40.558997,0.0</coordinates></LineString>"
Redwood R,5436,,5436,5018,Highway/Expressway,1,0.5069,3,43,2000,284.8,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938860,40.624087,0.0 -111.938973,40.616739,0.0</coordinates></LineString>","<LineString><coordinates>-111.938742,40.624085,0.0 -111.938855,40.616737,0.0</coordinates></LineString>"
7000 Sout,5436,,5436,5577,Principal arterial,1,0.187,2,36,2000,407.2,3,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938744,40.624203,0.0 -111.942302,40.624156,0.0</coordinates></LineString>","<LineString><coordinates>-111.938742,40.624085,0.0 -111.942300,40.624038,0.0</coordinates></LineString>"
Redwood R,5436,,5436,5578,Highway/Expressway,1,0.4375,3,39,2000,284.8,2,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938624,40.624085,0.0 -111.938642,40.630427,0.0</coordinates></LineString>","<LineString><coordinates>-111.938742,40.624085,0.0 -111.938760,40.630427,0.0</coordinates></LineString>"
7000 Sout,5436,,5436,11125,Principal arterial,1,0.2509,2,36,2000,407.2,3,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.938744,40.623967,0.0 -111.933972,40.623906,0.0</coordinates></LineString>","<LineString><coordinates>-111.938742,40.624085,0.0 -111.933970,40.624024,0.0</coordinates></LineString>"
1300 West,5440,,5440,4952,Major arterial,1,0.5134,1,32,2000,666.4,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.929307,40.624118,0.0 -111.929369,40.616675,0.0</coordinates></LineString>","<LineString><coordinates>-111.929189,40.624117,0.0 -111.929251,40.616674,0.0</coordinates></LineString>"
7000 Sout,5440,,5440,11125,Principal arterial,1,0.2513,2,36,2000,407.2,3,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.929191,40.624235,0.0 -111.933972,40.624142,0.0</coordinates></LineString>","<LineString><coordinates>-111.929189,40.624117,0.0 -111.933970,40.624024,0.0</coordinates></LineString>"
7000 Sout,5440,,5440,11127,Principal arterial,1,0.2381,2,36,2000,407.2,3,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.929199,40.623999,0.0 -111.924696,40.623628,0.0</coordinates></LineString>","<LineString><coordinates>-111.929189,40.624117,0.0 -111.924686,40.623746,0.0</coordinates></LineString>"
1300 West,5440,,5440,11827,Major arterial,1,0.1838,1,32,2000,666.4,4,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.929071,40.624117,0.0 -111.929074,40.626782,0.0</coordinates></LineString>","<LineString><coordinates>-111.929189,40.624117,0.0 -111.929192,40.626782,0.0</coordinates></LineString>"
7000 Sout,5441,,5441,5861,Principal arterial,1,0.1407,2,36,2000,407.2,3,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.917178,40.623149,0.0 -111.915265,40.621722,0.0</coordinates></LineString>","<LineString><coordinates>-111.917107,40.623244,0.0 -111.915194,40.621817,0.0</coordinates></LineString>"
7000 Sout,5441,,5441,11126,Principal arterial,1,0.087,2,36,2000,407.2,3,120,12,0,0,0.1,,0,"<LineString><coordinates>-111.917072,40.623357,0.0 -111.918602,40.623837,0.0</coordinates></LineString>","<LineString><coordinates>-111.917107,40.623244,0.0 -111.918637,40.623724,0.0</coordinates></LineString>"
