DTALite:
A Fast Open Source DTA Engine
Software Version =,1.1.0
Release Date=,Mar 28 2016
Simulation Date =,year: 2016,month:04,day:4,hour:14,min:51
----------------------test1----------------------
Signal Control Representation =,Continuous Flow with Link Capacity Constraint
Traffic Flow Model =,Point Queue Model
Assignment method=,MSA
 


# of Nodes=,149
# of Link Types=,12
# of Links=,378
# of Prohibited Movements=,0
# of Pretimed Signals=,15
# of Actuated Signals=,0
# of Zones=,41
# of Activity Locations=,93
# of Vehicle Types=,5
# of Demand Types=,4
# of Sensor Records=,0
Demand Load Mode=,demand meta databaseReading demand file,input_demand.csv,cumulative # of agents=,12638,


Demand multiplier in input_scenario_settings.csv file=,1
# of Vehicles to be simulated=,12638
# of Intra-zone Vehicles (not be simulated)=,377.973
Starting Time of Demand Loading (min)=,930
Ending Time of Demand Loading (min)=,1050
Output Emission data=,NO

--Link Type Statistics--
link_type,link_type_name,link_type_code,number_of_links,avg_lane_capacity,avg_number_of_lanes,avg_speed_limit,avg_link_length,avg_K_jam,total_link_length,
1,Freeway,f,114,1428.6,7,20.8772,0.271095,220,30.9048,
2,Highway/Expressway,h,58,404.186,2.27586,37.4138,0.264813,120,15.3592,
3,Principal arterial,a,80,469.397,1.8,34.875,0.212428,120,16.9942,
4,Major arterial,a,112,607.55,1.125,27.4107,0.233508,120,26.1529,
5,Minor arterial,a,14,514.5,1,26,0.277057,120,3.8788,
6,Collector,a,0,0,0,0,0,0,0,
7,Local,a,0,0,0,0,0,0,0,
8,Frontage road,a,0,0,0,0,0,0,0,
9,Ramp,r,0,0,0,0,0,0,0,
10,Zonal connector,c,0,0,0,0,0,0,0,
100,Transit link,t,0,0,0,0,0,0,0,
200,Walking link,w,0,0,0,0,0,0,0,

# of incident records=0
# of demand type code based toll records=0
# of link-based toll records=0
# of work zone records=0
# of VMS records=0
Assignment method=,Zone-based routing
Iteration #,CPU Running Time,Per Iteration CPU Running Time,# of agents,Avg Travel Time (min),Avg Waiting Time at Origin (min),Avg Trip Time Index=(Mean TT/Free-flow TT),Avg Distance),Avg Speed,Avg CO (g),% considering to switch,% switched,% completing trips,network clearance time (in min),Avg User Equilibirum (UE) gap (min),Relative UE gap (%),ODME: number of data points,ODME: Absolute link count error,ODME: % link count error,ODME: slope =observed/estimated link count,ODME: r_squared link count,travel_time_15:30,travel_time_15:45,travel_time_16:00,travel_time_16:15,travel_time_16:30,travel_time_16:45,travel_time_17:00,travel_time_17:15,Avg UE gap_15:30,Avg UE gap_15:45,Avg UE gap_16:00,Avg UE gap_16:15,Avg UE gap_16:30,Avg UE gap_16:45,Avg UE gap_17:00,Avg UE gap_17:15,Relative UE gap_15:30,Relative UE gap_15:45,Relative UE gap_16:00,Relative UE gap_16:15,Relative UE gap_16:30,Relative UE gap_16:45,Relative UE gap_17:00,Relative UE gap_17:15,
1,00:00:05,00:00:05,12638,17.9786,-0.0387821,3.37114, ,10.0006,11068.7,100,100,100,1440, , , , , , , ,6.8422,10.1076,13.6558,16.9019,20.1299,23.3368,25.6676,25.9088, , , , , , , , , , , , , , , , ,


--Time Dependent Network MOE--,60 min interval
time_stamp_in_min,time_clock,cumulative_in_flow_count,cumulative_out_flow_count,number_vehicles_in_network,number_vehicles_entering_network,total_vehicle_mile_traveled,avg_trip_time (departure_time_based),avg_trip_time_index = trip time/FFTT,avg_distance,avg_speed,
11146,5736,h,Highway/Expressway,0.2454,930,1050,2011,284.8000,854.4000,1.1768,0.0000,43.0000,14.9845,0.3424,0.9826,35,E,0,0.0000,2011,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2011,0,0,0,2011,0,0,0,0,"<LineString><coordinates>-111.938976,40.605893,0.0 -111.938813,40.602338,0.0</coordinates></LineString>",11146,5736,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,358.0000,855.0000,798.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,21.7695,11.1662,19.4297,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,
11148,5113,h,Highway/Expressway,0.3466,930,1050,2011,284.8000,854.4000,1.1768,0.0000,43.0000,39.1060,0.4836,0.5318,91,A,0,0.0000,2011,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2011,0,0,0,2011,0,0,0,0,"<LineString><coordinates>-111.938911,40.599038,0.0 -111.938888,40.594012,0.0</coordinates></LineString>",11148,5113,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,345.0000,855.0000,811.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,41.9301,40.8447,36.3858,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,
11148,5736,h,Highway/Expressway,0.2280,930,1050,2063,284.8000,854.4000,1.2073,0.0000,43.0000,42.2320,0.3181,0.3239,98,A,0,0.0000,2063,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2063,0,0,0,2063,0,0,0,0,"<LineString><coordinates>-111.938675,40.599035,0.0 -111.938577,40.602339,0.0</coordinates></LineString>",11148,5736,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,312.0000,730.0000,727.0000,294.0000,0.0000,0.0000,0.0000,0.0000,0.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,42.7409,42.8722,41.5073,41.9501,43.0000,43.0000,43.0000,43.0000,43.0000,
11159,5112,h,Highway/Expressway,0.2563,930,1050,1416,446.0000,892.0000,0.7937,0.0000,39.0000,29.8376,0.3943,0.5154,77,B,0,0.0000,1416,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1416,0,0,0,1416,0,0,0,0,"<LineString><coordinates>-111.943604,40.587644,0.0 -111.938730,40.587644,0.0</coordinates></LineString>",11159,5112,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,338.0000,723.0000,355.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,39.0000,39.0000,39.0000,39.0000,39.0000,39.0000,39.0000,39.0000,39.0000,39.0000,39.0000,39.0000,39.0000,39.0000,39.0000,29.0468,29.7889,30.7446,39.0000,39.0000,39.0000,39.0000,39.0000,39.0000,
11160,5112,h,Highway/Expressway,0.2128,930,1050,2372,284.8000,854.4000,1.3881,0.0000,43.0000,0.9204,0.2969,13.8720,2,F,0,0.0000,2372,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2372,0,0,0,2372,0,0,0,0,"<LineString><coordinates>-111.938996,40.590838,0.0 -111.938848,40.587756,0.0</coordinates></LineString>",11160,5112,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,357.0000,855.0000,854.0000,306.0000,0.0000,0.0000,0.0000,0.0000,0.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,5.7295,1.1278,0.5741,0.5995,43.0000,43.0000,43.0000,43.0000,43.0000,
11160,5113,h,Highway/Expressway,0.2187,930,1050,2063,284.8000,854.4000,1.2073,0.0000,43.0000,42.6358,0.3052,0.3078,99,A,0,0.0000,2063,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2063,0,0,0,2063,0,0,0,0,"<LineString><coordinates>-111.938760,40.590840,0.0 -111.938652,40.594009,0.0</coordinates></LineString>",11160,5113,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,323.0000,728.0000,725.0000,287.0000,0.0000,0.0000,0.0000,0.0000,0.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,43.0000,42.3259,42.5433,42.7279,42.9982,43.0000,43.0000,43.0000,43.0000,43.0000,
11172,5112,h,Highway/Expressway,0.2477,930,1050,1913,446.0000,892.0000,1.0723,0.0000,39.0000,2.3278,0.3811,6.3846,6,F,0,0.0000,1913,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1913,0,0,0,1913,0,0,0,0,"<LineString><coordinates>-111.938701,40.584168,0.0 -111.938612,40.587759,0.0</coordinates></LineString>",11172,5112,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,376.0000,892.0000,645.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,39.0000,39.0000,39.0000,39.0000,39.0000,39.0000,39.0000,39.0000,39.0000,39.0000,39.0000,39.0000,39.0000,39.0000,39.0000,10.2407,2.4568,1.3372,39.0000,39.0000,39.0000,39.0000,39.0000,39.0000,
11172,5210,h,Highway/Expressway,0.4974,930,1050,1183,446.0000,892.0000,0.6631,0.0000,39.0000,38.7412,0.7652,0.7703,99,A,0,0.0000,1183,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1183,0,0,0,1183,0,0,0,0,"<LineString><coordinates>-111.938937,40.584170,0.0 -111.938859,40.576960,0.0</coordinates></LineString>",11172,5210,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,195.0000,473.0000,402.0000,113.0000,0.0000,0.0000,0.0000,0.0000,0.0000,39.0000,39.0000,39.0000,39.0000,39.0000,39.0000,39.0000,39.0000,39.0000,39.0000,39.0000,39.0000,39.0000,39.0000,39.0000,38.7790,38.7072,38.7324,38.8541,39.0000,39.0000,39.0000,39.0000,39.0000,
11255,5118,h,Highway/Expressway,0.1912,930,1050,1583,423.7000,847.4000,0.9340,0.0000,32.0000,29.4676,0.3585,0.3893,92,A,0,0.0000,1583,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1583,0,0,0,1583,0,0,0,0,"<LineString><coordinates>-111.907879,40.587695,0.0 -111.904253,40.587896,0.0</coordinates></LineString>",11255,5118,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,247.0000,631.0000,566.0000,139.0000,0.0000,0.0000,0.0000,0.0000,0.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,29.2733,29.1212,29.4752,31.5488,32.0000,32.0000,32.0000,32.0000,32.0000,
1358,3000,a,Principal arterial,0.1211,930,1050,1255,600.0000,600.0000,1.0458,0.0000,35.0000,33.8682,0.2077,0.2146,97,A,0,0.0000,1255,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1255,0,0,0,1255,0,0,0,0,"<LineString><coordinates>-111.911554,40.583628,0.0 -111.913192,40.583352,0.0 -111.914964,40.583007,0.0 -111.915773,40.582364,0.0 -111.916259,40.581306,0.0</coordinates></LineString>",1358,3000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,166.0000,482.0000,428.0000,179.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,34.8336,34.8805,32.9087,32.7504,35.0000,35.0000,35.0000,35.0000,35.0000,
5117,1358,a,Principal arterial,0.1211,930,1050,1255,600.0000,600.0000,1.0458,0.0000,35.0000,25.5410,0.2077,0.2846,73,B,0,0.0000,1255,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1255,0,0,0,1255,0,0,0,0,"<LineString><coordinates>-111.911389,40.583488,0.0 -111.911177,40.583592,0.0 -111.910979,40.583721,0.0 -111.910797,40.583872,0.0 -111.910635,40.584044,0.0 -111.910494,40.584234,0.0 -111.910377,40.584439,0.0 -111.910285,40.584657,0.0 -111.910220,40.584884,0.0 -111.910182,40.585117,0.0 -111.910112,40.587683,0.0</coordinates></LineString>",5117,1358,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,168.0000,481.0000,428.0000,178.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,26.5507,24.2423,25.8325,27.8063,35.0000,35.0000,35.0000,35.0000,35.0000,
6185,5175,a,Major arterial,0.1211,930,1050,1141,300.0000,600.0000,0.9508,0.0000,35.0000,26.1049,0.2077,0.2784,75,B,0,0.0000,1141,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1141,0,0,0,1141,0,0,0,0,"<LineString><coordinates>-111.905630,40.575732,0.0 -111.906420,40.574486,0.0 -111.906460,40.574378,0.0 -111.906494,40.574269,0.0 -111.906520,40.574157,0.0 -111.906540,40.574044,0.0 -111.906552,40.573929,0.0 -111.906558,40.573815,0.0 -111.906556,40.573700,0.0 -111.906547,40.573585,0.0 -111.906531,40.573472,0.0 -111.906508,40.573359,0.0 -111.906478,40.573248,0.0 -111.906441,40.573139,0.0 -111.906398,40.573033,0.0 -111.906348,40.572930,0.0 -111.906291,40.572830,0.0 -111.904464,40.569674,0.0</coordinates></LineString>",6185,5175,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,166.0000,454.0000,375.0000,146.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,28.7169,24.4832,25.4375,31.4399,35.0000,35.0000,35.0000,35.0000,35.0000,
3000,3001,a,Principal arterial,0.1211,930,1050,1255,600.0000,600.0000,1.0458,0.0000,35.0000,31.0037,0.2077,0.2344,89,B,0,0.0000,1255,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1255,0,0,0,1255,0,0,0,0,"<LineString><coordinates>-111.916214,40.581082,0.0 -111.914677,40.580500,0.0 -111.912864,40.580272,0.0 -111.909580,40.580672,0.0</coordinates></LineString>",3000,3001,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,163.0000,484.0000,429.0000,179.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,31.2815,30.9477,31.1230,30.6218,35.0000,35.0000,35.0000,35.0000,35.0000,
3001,8172,a,Principal arterial,0.1211,930,1050,1049,600.0000,600.0000,0.8742,0.0000,35.0000,34.2103,0.2077,0.2124,98,A,0,0.0000,1049,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1049,0,0,0,1049,0,0,0,0,"<LineString><coordinates>-111.909573,40.580790,0.0 -111.905503,40.580699,0.0</coordinates></LineString>",3001,8172,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,136.0000,399.0000,358.0000,156.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,33.8860,33.7906,34.7054,34.4684,35.0000,35.0000,35.0000,35.0000,35.0000,
5175,11507,a,Major arterial,0.1211,930,1050,1135,300.0000,600.0000,0.9458,0.0000,35.0000,29.8522,0.2077,0.2435,85,B,0,0.0000,1135,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1135,0,0,0,1135,0,0,0,0,"<LineString><coordinates>-111.904463,40.569667,0.0 -111.904630,40.568397,0.0 -111.902642,40.562364,0.0</coordinates></LineString>",5175,11507,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,174.0000,463.0000,371.0000,127.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,35.0000,27.5133,30.2527,29.1799,34.5707,35.0000,35.0000,35.0000,35.0000,35.0000,
5592,1,h,Highway/Expressway,0.1211,930,1050,2333,423.7000,847.4000,1.3766,0.0000,32.0000,1.1872,0.2271,6.1220,4,F,0,0.0000,2333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2333,0,0,0,2333,0,0,0,0,"<LineString><coordinates>-111.922175,40.587624,0.0 -111.920177,40.587620,0.0</coordinates></LineString>",5592,1,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,354.0000,847.0000,847.0000,285.0000,0.0000,0.0000,0.0000,0.0000,0.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,5.6912,1.3647,0.7476,2.2909,32.0000,32.0000,32.0000,32.0000,32.0000,
1,2,h,Highway/Expressway,0.1211,930,1050,2333,423.7000,847.4000,1.3766,0.0000,32.0000,22.8782,0.2271,0.3177,71,B,0,0.0000,2333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2333,0,0,0,2333,0,0,0,0,"<LineString><coordinates>-111.920177,40.587620,0.0 -111.918417,40.587616,0.0</coordinates></LineString>",1,2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,349.0000,847.0000,847.0000,290.0000,0.0000,0.0000,0.0000,0.0000,0.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,23.0976,22.6771,22.6677,23.8837,32.0000,32.0000,32.0000,32.0000,32.0000,
2,3,h,Highway/Expressway,0.1211,930,1050,2333,423.7000,847.4000,1.3766,0.0000,32.0000,20.7854,0.2271,0.3497,65,C,0,0.0000,2333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2333,0,0,0,2333,0,0,0,0,"<LineString><coordinates>-111.918417,40.587616,0.0 -111.916477,40.587612,0.0</coordinates></LineString>",2,3,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,344.0000,847.0000,847.0000,295.0000,0.0000,0.0000,0.0000,0.0000,0.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,21.2389,20.5298,20.5294,21.8105,32.0000,32.0000,32.0000,32.0000,32.0000,
3,4,h,Highway/Expressway,0.1211,930,1050,2333,423.7000,847.4000,1.3766,0.0000,32.0000,20.7781,0.2271,0.3498,65,C,0,0.0000,2333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2333,0,0,0,2333,0,0,0,0,"<LineString><coordinates>-111.916477,40.587612,0.0 -111.914379,40.587608,0.0</coordinates></LineString>",3,4,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,339.0000,847.0000,847.0000,300.0000,0.0000,0.0000,0.0000,0.0000,0.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,21.3636,20.5298,20.5294,21.5877,32.0000,32.0000,32.0000,32.0000,32.0000,
4,5,h,Highway/Expressway,0.1211,930,1050,2333,423.7000,847.4000,1.3766,0.0000,32.0000,20.7609,0.2271,0.3501,65,C,0,0.0000,2333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2333,0,0,0,2333,0,0,0,0,"<LineString><coordinates>-111.914379,40.587608,0.0 -111.912416,40.587604,0.0</coordinates></LineString>",4,5,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,334.0000,847.0000,847.0000,305.0000,0.0000,0.0000,0.0000,0.0000,0.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,21.2700,20.5298,20.5294,21.5484,32.0000,32.0000,32.0000,32.0000,32.0000,
5,5117,h,Highway/Expressway,0.1211,930,1050,2333,423.7000,847.4000,1.3766,0.0000,32.0000,20.7859,0.2271,0.3497,65,C,0,0.0000,2333,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,2333,0,0,0,2333,0,0,0,0,"<LineString><coordinates>-111.912416,40.587604,0.0 -111.910225,40.587599,0.0</coordinates></LineString>",5,5117,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,329.0000,847.0000,847.0000,310.0000,0.0000,0.0000,0.0000,0.0000,0.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,32.0000,21.4976,20.5298,20.5294,21.4973,32.0000,32.0000,32.0000,32.0000,32.0000,


--MOE Group 9--
Detailed Data:,output_ODMOE.csv
from_zone_id,to_zone_id,number_of_agents,number_of_agents_completing_trips,trip_time_in_min,distance
1,9,67,67,51.3493,5.7856
1,11,90,90,49.1500,4.7747
1,14,56,56,3.7536,2.0324
1,21,51,51,40.5980,6.3201
1,24,67,67,8.0701,4.0240
1,41,89,89,1.1101,0.6245
2,9,50,50,45.3740,4.8559
2,11,68,68,43.1294,3.8450
2,24,51,51,6.8490,3.3473
2,41,67,67,2.6896,1.7046
3,9,101,101,18.7683,3.3488
3,11,135,135,16.6052,2.3379
3,13,68,68,26.1515,3.2741
3,14,84,84,27.0536,3.7675
3,21,78,78,6.8256,3.8833
3,24,102,102,17.5392,2.6281
3,34,68,68,21.5912,0.5902
3,41,134,134,25.2634,3.1999
6,11,62,62,27.3371,4.4797
6,41,61,61,37.8574,5.3417
17,9,51,51,50.9000,5.3538
17,11,68,68,48.7441,4.3429
17,24,51,51,7.2235,3.3243
17,41,67,67,2.1955,1.2065
34,11,51,51,16.2157,2.0591
34,41,51,51,2.9118,1.8132
