agent_id,from_zone_id,to_zone_id,from_origin__node_id,to_destination_node_id,departure_time,demand_type,pricing_type,information_type,value_of_time,vehicle_type,vehicle_age,number_of_nodes
1298,20,5076,20,5076,1005.37,1,1,1,10.00,1,0,4,
1299,4023,9715,4023,9715,1005.37,1,1,1,60.00,1,0,3,
1300,4023,4136,4023,4136,1005.38,1,1,1,10.00,1,0,3,
1301,20,4136,20,4136,1005.40,1,1,1,30.00,1,0,4,
1302,5076,4147,5076,4147,1005.41,1,1,1,30.00,1,0,3,
1303,9715,4147,9715,4147,1005.43,1,1,1,20.00,1,0,5,
1304,5076,4136,5076,4136,1005.43,1,1,1,10.00,1,0,5,
1305,4147,4136,4147,4136,1005.44,1,1,1,30.00,1,0,5,
1306,4147,5076,4147,5076,1005.45,1,1,1,5.00,1,0,3,
1307,4023,4147,4023,4147,1005.48,1,1,1,1.00,1,0,5,
1308,4147,9715,4147,9715,1005.48,1,1,1,10.00,1,0,5,
1309,20021,4136,20021,4136,1005.48,1,1,1,10.00,1,0,5,
1310,4136,5076,4136,5076,1005.49,1,1,1,10.00,1,0,5,
1311,20,4136,20,4136,1005.50,1,1,1,5.00,1,0,4,
1312,9715,5076,9715,5076,1005.52,1,1,1,1.00,2,0,5,
1313,4147,4136,4147,4136,1005.52,1,1,1,1.00,2,0,5,
1314,20021,5076,20021,5076,1005.53,1,1,1,10.00,2,0,3,
1315,4023,9715,4023,9715,1005.53,1,1,1,30.00,1,0,3,
1316,20,4023,20,4023,1005.54,1,1,1,30.00,1,0,4,
1317,20020,4136,20020,4136,1005.54,1,1,1,15.00,1,0,4,
1318,5076,4136,5076,4136,1005.56,1,1,1,40.00,1,0,5,
1319,9715,4023,9715,4023,1005.56,1,1,1,30.00,2,0,3,
1320,20,4136,20,4136,1005.60,1,1,1,30.00,1,0,4,
1321,4147,4136,4147,4136,1005.60,1,1,1,10.00,1,0,5,
1322,9715,20,9715,20,1005.60,1,1,1,5.00,1,0,4,
1323,20,5076,20,5076,1005.61,1,1,1,10.00,1,0,4,
1324,4136,5076,4136,5076,1005.65,1,1,1,10.00,2,0,5,
1325,4023,20,4023,20,1005.65,1,1,1,15.00,1,0,4,
1326,9715,4136,9715,4136,1005.65,1,1,1,20.00,1,0,3,
1327,20,9715,20,9715,1005.67,1,1,1,30.00,2,0,4,
1328,4147,4136,4147,4136,1005.68,1,1,1,15.00,1,0,5,
1329,5076,4136,5076,4136,1005.68,1,1,1,10.00,1,0,5,
1330,4147,5076,4147,5076,1005.68,1,1,1,20.00,1,0,3,
1331,4023,9715,4023,9715,1005.69,1,1,1,10.00,2,0,3,
1332,20,4136,20,4136,1005.70,1,1,1,60.00,1,0,4,
1333,20,4147,20,4147,1005.73,1,1,1,10.00,1,0,4,
1334,4147,4136,4147,4136,1005.76,1,1,1,15.00,1,0,5,
1335,20,4136,20,4136,1005.79,1,1,1,10.00,1,0,4,
1336,4136,5076,4136,5076,1005.80,1,1,1,1.00,1,0,5,
1337,5076,4136,5076,4136,1005.80,1,1,1,10.00,1,0,5,
1338,4147,4136,4147,4136,1005.84,1,1,1,5.00,1,0,5,
1339,20,5076,20,5076,1005.85,1,1,1,30.00,1,0,4,
1340,20020,4136,20020,4136,1005.85,1,1,1,10.00,2,0,4,
1341,4023,9715,4023,9715,1005.86,1,1,1,5.00,1,0,3,
1342,20021,4136,20021,4136,1005.87,1,1,1,20.00,1,0,5,
1343,9715,4023,9715,4023,1005.87,1,1,1,15.00,1,0,3,
1344,20,4136,20,4136,1005.89,1,1,1,30.00,1,0,4,
1345,4023,4136,4023,4136,1005.90,1,1,1,5.00,1,0,3,
1346,4147,5076,4147,5076,1005.91,1,1,1,10.00,1,0,3,
1347,4147,4136,4147,4136,1005.92,1,1,1,10.00,1,0,5,
1348,5076,4136,5076,4136,1005.93,1,1,1,30.00,1,0,5,
1349,4136,5076,4136,5076,1005.95,1,1,1,10.00,1,0,5,
1350,5076,4147,5076,4147,1005.96,1,1,1,5.00,1,0,3,
1351,4147,9715,4147,9715,1005.97,1,1,1,10.00,1,0,5,
1352,20,4136,20,4136,1005.99,1,1,1,30.00,2,0,4,
1353,4147,4136,4147,4136,1005.99,1,1,1,15.00,1,0,5,
1354,20,20021,20,20021,1006.00,1,1,1,10.00,1,0,4,
1355,4023,9715,4023,9715,1006.02,1,1,1,30.00,1,0,3,
1356,5076,4136,5076,4136,1006.05,1,1,1,1.00,1,0,5,
1357,4147,20,4147,20,1006.06,1,1,1,1.00,1,0,4,
1358,20,4023,20,4023,1006.07,1,1,1,1.00,1,0,4,
1359,4147,4136,4147,4136,1006.07,1,1,1,30.00,1,0,5,
1360,20,4136,20,4136,1006.09,1,1,1,15.00,1,0,4,
1361,20,5076,20,5076,1006.10,1,1,1,20.00,1,0,4,
1362,4136,5076,4136,5076,1006.10,1,1,1,20.00,1,0,5,
1363,20,9715,20,9715,1006.12,1,1,1,30.00,1,0,4,
1364,4147,5076,4147,5076,1006.14,1,1,1,30.00,2,0,3,
1365,4147,4136,4147,4136,1006.15,1,1,1,10.00,1,0,5,
1366,20020,4136,20020,4136,1006.17,1,1,1,20.00,2,0,4,
1367,5076,4136,5076,4136,1006.17,1,1,1,20.00,1,0,5,
1368,4023,9715,4023,9715,1006.19,1,1,1,10.00,1,0,3,
1369,9715,4023,9715,4023,1006.19,1,1,1,5.00,1,0,3,
1370,20,4136,20,4136,1006.19,1,1,1,20.00,1,0,4,
1371,5076,20021,5076,20021,1006.22,1,1,1,20.00,1,0,3,
1372,4147,4136,4147,4136,1006.23,1,1,1,10.00,1,0,5,
1373,20021,5076,20021,5076,1006.24,1,1,1,10.00,1,0,3,
1374,5076,20,5076,20,1006.25,1,1,1,40.00,1,0,4,
1375,4136,5076,4136,5076,1006.25,1,1,1,10.00,1,0,5,
1376,20021,4136,20021,4136,1006.26,1,1,1,20.00,1,0,5,
1377,4023,5076,4023,5076,1006.27,1,1,1,30.00,1,0,5,
1378,20,4136,20,4136,1006.29,1,1,1,10.00,1,0,4,
1379,5076,4136,5076,4136,1006.30,1,1,1,5.00,1,0,5,
1380,9715,4136,9715,4136,1006.30,1,1,1,20.00,1,0,3,
1381,20,4147,20,4147,1006.31,1,1,1,5.00,1,0,4,
1382,4147,4136,4147,4136,1006.31,1,1,1,10.00,2,0,5,
1383,20,5076,20,5076,1006.34,1,1,1,30.00,1,0,4,
1384,4023,9715,4023,9715,1006.35,1,1,1,20.00,1,0,3,
1385,4147,20020,4147,20020,1006.36,1,1,1,60.00,1,0,4,
1386,4147,5076,4147,5076,1006.36,1,1,1,10.00,2,0,3,
1387,9715,20020,9715,20020,1006.36,1,1,1,30.00,2,0,4,
1388,20,4136,20,4136,1006.39,1,1,1,30.00,2,0,4,
1389,4147,4136,4147,4136,1006.39,1,1,1,30.00,1,0,5,
1390,4136,5076,4136,5076,1006.41,1,1,1,40.00,1,0,5,
1391,4023,4136,4023,4136,1006.41,1,1,1,10.00,1,0,3,
1392,5076,4136,5076,4136,1006.42,1,1,1,60.00,1,0,5,
1393,4147,9715,4147,9715,1006.45,1,1,1,10.00,2,0,5,
1394,4147,4136,4147,4136,1006.47,1,1,1,15.00,1,0,5,
1395,20020,4136,20020,4136,1006.48,1,1,1,30.00,1,0,4,
1396,20,4136,20,4136,1006.49,1,1,1,10.00,2,0,4,
1397,9715,4023,9715,4023,1006.51,1,1,1,10.00,2,0,3,
1398,4023,9715,4023,9715,1006.51,1,1,1,60.00,1,0,3,
1399,5076,4147,5076,4147,1006.51,1,1,1,30.00,1,0,3,
1400,5076,4136,5076,4136,1006.54,1,1,1,30.00,1,0,5,
1401,4147,4136,4147,4136,1006.55,1,1,1,15.00,2,0,5,
1402,9715,5076,9715,5076,1006.55,1,1,1,20.00,1,0,5,
1403,4136,5076,4136,5076,1006.56,1,1,1,15.00,1,0,5,
1404,20,9715,20,9715,1006.57,1,1,1,5.00,1,0,4,
1405,20,5076,20,5076,1006.59,1,1,1,30.00,1,0,4,
1406,20,4136,20,4136,1006.59,1,1,1,10.00,1,0,4,
1407,4147,5076,4147,5076,1006.59,1,1,1,30.00,2,0,3,
1408,20,4023,20,4023,1006.61,1,1,1,20.00,1,0,4,
1409,4147,4136,4147,4136,1006.63,1,1,1,20.00,1,0,5,
1410,20021,4136,20021,4136,1006.65,1,1,1,20.00,1,0,5,
1411,5076,4136,5076,4136,1006.67,1,1,1,30.00,1,0,5,
1412,4023,9715,4023,9715,1006.68,1,1,1,5.00,1,0,3,
1413,20,4136,20,4136,1006.69,1,1,1,10.00,1,0,4,
1414,4136,5076,4136,5076,1006.71,1,1,1,20.00,1,0,5,
1415,4147,4136,4147,4136,1006.71,1,1,1,20.00,1,0,5,
1416,20020,4136,20020,4136,1006.79,1,1,1,20.00,1,0,4,
1417,20,4136,20,4136,1006.79,1,1,1,1.00,1,0,4,
1418,5076,4136,5076,4136,1006.79,1,1,1,30.00,1,0,5,
1419,4147,4136,4147,4136,1006.79,1,1,1,15.00,1,0,5,
1420,20,20021,20,20021,1006.80,1,1,1,5.00,1,0,4,
1421,9715,20,9715,20,1006.80,1,1,1,20.00,2,0,4,
1422,4147,5076,4147,5076,1006.82,1,1,1,15.00,1,0,3,
1423,9715,4023,9715,4023,1006.83,1,1,1,30.00,1,0,3,
1424,20,5076,20,5076,1006.83,1,1,1,40.00,1,0,4,
1425,4023,9715,4023,9715,1006.84,1,1,1,10.00,2,0,3,
1426,4136,5076,4136,5076,1006.86,1,1,1,5.00,1,0,5,
1427,4147,4136,4147,4136,1006.87,1,1,1,20.00,1,0,5,
1428,20,4136,20,4136,1006.89,1,1,1,5.00,1,0,4,
1429,20,4147,20,4147,1006.89,1,1,1,10.00,1,0,4,
1430,4147,20,4147,20,1006.90,1,1,1,15.00,1,0,4,
1431,5076,4136,5076,4136,1006.91,1,1,1,10.00,1,0,5,
1432,4023,4136,4023,4136,1006.92,1,1,1,5.00,1,0,3,
1433,4147,9715,4147,9715,1006.94,1,1,1,60.00,1,0,5,
1434,20021,5076,20021,5076,1006.94,1,1,1,10.00,1,0,3,
1435,4147,4136,4147,4136,1006.95,1,1,1,30.00,1,0,5,
1436,9715,4136,9715,4136,1006.96,1,1,1,5.00,2,0,3,
1437,4023,20,4023,20,1006.96,1,1,1,15.00,1,0,4,
1438,20,4136,20,4136,1006.99,1,1,1,10.00,2,0,4,
1439,4023,9715,4023,9715,1007.00,1,1,1,15.00,1,0,3,
1440,4136,5076,4136,5076,1007.01,1,1,1,10.00,1,0,5,
1441,20,9715,20,9715,1007.01,1,1,1,10.00,1,0,4,
1442,4147,4136,4147,4136,1007.03,1,1,1,10.00,1,0,5,
1443,20021,4136,20021,4136,1007.03,1,1,1,30.00,1,0,5,
1444,5076,4136,5076,4136,1007.04,1,1,1,1.00,2,0,5,
1445,4147,5076,4147,5076,1007.05,1,1,1,10.00,2,0,3,
1446,5076,4147,5076,4147,1007.06,1,1,1,10.00,1,0,3,
1447,20,5076,20,5076,1007.07,1,1,1,10.00,1,0,4,
1448,20,4136,20,4136,1007.09,1,1,1,30.00,1,0,4,
1449,20020,4136,20020,4136,1007.10,1,1,1,30.00,1,0,4,
1450,4147,4136,4147,4136,1007.11,1,1,1,15.00,1,0,5,
1451,20,4023,20,4023,1007.14,1,1,1,30.00,1,0,4,
1452,9715,4023,9715,4023,1007.14,1,1,1,30.00,1,0,3,
1453,9715,4147,9715,4147,1007.14,1,1,1,10.00,1,0,5,
1454,5076,4136,5076,4136,1007.16,1,1,1,20.00,1,0,5,
1455,4136,5076,4136,5076,1007.16,1,1,1,30.00,2,0,5,
1456,4023,9715,4023,9715,1007.17,1,1,1,20.00,1,0,3,
1457,20,4136,20,4136,1007.19,1,1,1,15.00,2,0,4,
1458,4147,4136,4147,4136,1007.19,1,1,1,20.00,1,0,5,
1459,4147,4136,4147,4136,1007.27,1,1,1,10.00,2,0,5,
1460,4147,5076,4147,5076,1007.27,1,1,1,10.00,1,0,3,
1461,5076,4136,5076,4136,1007.28,1,1,1,20.00,1,0,5,
1462,20,4136,20,4136,1007.28,1,1,1,20.00,2,0,4,
1463,4023,5076,4023,5076,1007.29,1,1,1,30.00,1,0,5,
1464,4136,5076,4136,5076,1007.32,1,1,1,1.00,1,0,5,
1465,20,5076,20,5076,1007.32,1,1,1,10.00,1,0,4,
1466,4023,9715,4023,9715,1007.33,1,1,1,10.00,1,0,3,
1467,4147,4136,4147,4136,1007.35,1,1,1,5.00,1,0,5,
1468,20,4136,20,4136,1007.38,1,1,1,30.00,1,0,4,
1469,5076,4136,5076,4136,1007.41,1,1,1,20.00,1,0,5,
1470,20020,4136,20020,4136,1007.41,1,1,1,5.00,1,0,4,
1471,20021,4136,20021,4136,1007.42,1,1,1,20.00,1,0,5,
1472,4147,9715,4147,9715,1007.42,1,1,1,10.00,1,0,5,
1473,4023,4147,4023,4147,1007.42,1,1,1,1.00,1,0,5,
1474,4147,4136,4147,4136,1007.43,1,1,1,10.00,2,0,5,
1475,4023,4136,4023,4136,1007.44,1,1,1,1.00,2,0,3,
1476,9715,4023,9715,4023,1007.46,1,1,1,5.00,2,0,3,
1477,20,9715,20,9715,1007.46,1,1,1,20.00,1,0,4,
1478,4136,5076,4136,5076,1007.47,1,1,1,30.00,1,0,5,
1479,20,4147,20,4147,1007.48,1,1,1,30.00,1,0,4,
1480,20,4136,20,4136,1007.48,1,1,1,30.00,1,0,4,
1481,4023,9715,4023,9715,1007.49,1,1,1,10.00,2,0,3,
1482,5076,20,5076,20,1007.50,1,1,1,30.00,2,0,4,
1483,4147,5076,4147,5076,1007.50,1,1,1,20.00,2,0,3,
1484,4147,4136,4147,4136,1007.51,1,1,1,30.00,1,0,5,
1485,5076,4136,5076,4136,1007.53,1,1,1,30.00,1,0,5,
1486,20,5076,20,5076,1007.56,1,1,1,10.00,1,0,4,
1487,20,4136,20,4136,1007.58,1,1,1,15.00,1,0,4,
1488,4147,4136,4147,4136,1007.59,1,1,1,5.00,2,0,5,
1489,9715,5076,9715,5076,1007.59,1,1,1,20.00,1,0,5,
1490,20,20021,20,20021,1007.60,1,1,1,15.00,2,0,4,
1491,9715,4136,9715,4136,1007.61,1,1,1,30.00,1,0,3,
1492,5076,4147,5076,4147,1007.61,1,1,1,30.00,1,0,3,
1493,4136,5076,4136,5076,1007.62,1,1,1,20.00,1,0,5,
1494,20021,5076,20021,5076,1007.65,1,1,1,20.00,1,0,3,
1495,4136,20,4136,20,1007.65,1,1,1,1.00,2,0,4,
1496,5076,4136,5076,4136,1007.65,1,1,1,10.00,1,0,5,
1497,4023,9715,4023,9715,1007.66,1,1,1,15.00,2,0,3,
1498,4147,4136,4147,4136,1007.67,1,1,1,20.00,2,0,5,
1499,20,4023,20,4023,1007.68,1,1,1,20.00,1,0,4,
1500,20,4136,20,4136,1007.68,1,1,1,1.00,1,0,4,
1501,20020,4136,20020,4136,1007.72,1,1,1,15.00,1,0,4,
1502,4147,5076,4147,5076,1007.73,1,1,1,10.00,1,0,3,
1503,4147,20020,4147,20020,1007.73,1,1,1,1.00,1,0,4,
1504,4147,4136,4147,4136,1007.75,1,1,1,15.00,1,0,5,
1505,4147,20,4147,20,1007.75,1,1,1,10.00,1,0,4,
1506,4136,5076,4136,5076,1007.77,1,1,1,20.00,1,0,5,
1507,5076,4136,5076,4136,1007.78,1,1,1,15.00,1,0,5,
1508,9715,4023,9715,4023,1007.78,1,1,1,10.00,1,0,3,
1509,20,4136,20,4136,1007.78,1,1,1,30.00,1,0,4,
1510,20,5076,20,5076,1007.80,1,1,1,10.00,1,0,4,
1511,20021,4136,20021,4136,1007.81,1,1,1,1.00,2,0,5,
1512,4023,9715,4023,9715,1007.82,1,1,1,20.00,2,0,3,
1513,4147,4136,4147,4136,1007.82,1,1,1,20.00,1,0,5,
1514,5076,20021,5076,20021,1007.84,1,1,1,15.00,1,0,3,
1515,20,4136,20,4136,1007.88,1,1,1,15.00,1,0,4,
1516,5076,4136,5076,4136,1007.90,1,1,1,20.00,2,0,5,
1517,4147,9715,4147,9715,1007.90,1,1,1,10.00,1,0,5,
1518,4147,4136,4147,4136,1007.90,1,1,1,30.00,2,0,5,
1519,20,9715,20,9715,1007.91,1,1,1,20.00,2,0,4,
1520,4136,5076,4136,5076,1007.92,1,1,1,10.00,1,0,5,
1521,4023,4136,4023,4136,1007.95,1,1,1,10.00,2,0,3,
1522,4147,5076,4147,5076,1007.95,1,1,1,20.00,2,0,3,
1523,20,4136,20,4136,1007.98,1,1,1,15.00,1,0,4,
1524,4023,9715,4023,9715,1007.98,1,1,1,10.00,1,0,3,
1525,4147,4136,4147,4136,1007.98,1,1,1,30.00,1,0,5,
1526,9715,20,9715,20,1008.00,1,1,1,10.00,1,0,4,
1527,5076,4136,5076,4136,1008.02,1,1,1,20.00,1,0,5,
1528,20020,4136,20020,4136,1008.03,1,1,1,10.00,1,0,4,
1529,20,5076,20,5076,1008.05,1,1,1,1.00,1,0,4,
1530,20,4147,20,4147,1008.06,1,1,1,30.00,1,0,4,
1531,4147,4136,4147,4136,1008.06,1,1,1,15.00,1,0,5,
1532,4136,5076,4136,5076,1008.08,1,1,1,30.00,1,0,5,
1533,20,4136,20,4136,1008.08,1,1,1,15.00,1,0,4,
1534,9715,4023,9715,4023,1008.10,1,1,1,30.00,1,0,3,
1535,4147,4136,4147,4136,1008.14,1,1,1,15.00,1,0,5,
1536,4023,9715,4023,9715,1008.15,1,1,1,20.00,1,0,3,
1537,5076,4136,5076,4136,1008.15,1,1,1,20.00,1,0,5,
1538,5076,4147,5076,4147,1008.17,1,1,1,15.00,2,0,3,
1539,20,4136,20,4136,1008.18,1,1,1,20.00,1,0,4,
1540,4147,5076,4147,5076,1008.18,1,1,1,5.00,2,0,3,
1541,20021,4136,20021,4136,1008.19,1,1,1,10.00,2,0,5,
1542,20,4023,20,4023,1008.21,1,1,1,5.00,1,0,4,
1543,4147,4136,4147,4136,1008.22,1,1,1,20.00,1,0,5,
1544,4136,5076,4136,5076,1008.23,1,1,1,20.00,1,0,5,
1545,9715,4136,9715,4136,1008.26,1,1,1,1.00,1,0,3,
1546,4023,20,4023,20,1008.26,1,1,1,30.00,1,0,4,
1547,5076,4136,5076,4136,1008.27,1,1,1,1.00,1,0,5,
1548,20,4136,20,4136,1008.28,1,1,1,20.00,1,0,4,
1549,20,5076,20,5076,1008.29,1,1,1,1.00,1,0,4,
1550,4147,4136,4147,4136,1008.30,1,1,1,20.00,2,0,5,
1551,4023,5076,4023,5076,1008.31,1,1,1,30.00,1,0,5,
1552,4023,9715,4023,9715,1008.31,1,1,1,10.00,1,0,3,
1553,20020,4136,20020,4136,1008.34,1,1,1,15.00,2,0,4,
1554,9715,20021,9715,20021,1008.35,1,1,1,30.00,1,0,5,
1555,20021,5076,20021,5076,1008.35,1,1,1,30.00,1,0,3,
1556,20,9715,20,9715,1008.36,1,1,1,10.00,2,0,4,
1557,20,4136,20,4136,1008.38,1,1,1,10.00,1,0,4,
1558,4136,5076,4136,5076,1008.38,1,1,1,10.00,1,0,5,
1559,4147,4136,4147,4136,1008.38,1,1,1,60.00,1,0,5,
1560,4147,9715,4147,9715,1008.39,1,1,1,10.00,1,0,5,
1561,5076,4136,5076,4136,1008.40,1,1,1,40.00,1,0,5,
1562,20,20021,20,20021,1008.40,1,1,1,10.00,2,0,4,
1563,4147,5076,4147,5076,1008.41,1,1,1,20.00,1,0,3,
1564,9715,4023,9715,4023,1008.41,1,1,1,10.00,2,0,3,
1565,4147,4023,4147,4023,1008.46,1,1,1,15.00,1,0,5,
1566,4023,4136,4023,4136,1008.46,1,1,1,30.00,1,0,3,
1567,4147,4136,4147,4136,1008.46,1,1,1,40.00,1,0,5,
1568,4023,9715,4023,9715,1008.47,1,1,1,30.00,1,0,3,
1569,20,4136,20,4136,1008.48,1,1,1,15.00,1,0,4,
1570,5076,4136,5076,4136,1008.52,1,1,1,15.00,1,0,5,
1571,4136,5076,4136,5076,1008.53,1,1,1,5.00,1,0,5,
1572,20,5076,20,5076,1008.54,1,1,1,5.00,1,0,4,
1573,4147,4136,4147,4136,1008.54,1,1,1,15.00,2,0,5,
1574,20,4136,20,4136,1008.58,1,1,1,30.00,1,0,4,
1575,20021,4136,20021,4136,1008.58,1,1,1,5.00,1,0,5,
1576,4147,20,4147,20,1008.59,1,1,1,30.00,1,0,4,
1577,9715,5076,9715,5076,1008.62,1,1,1,30.00,1,0,5,
1578,4147,4136,4147,4136,1008.62,1,1,1,30.00,1,0,5,
1579,4147,5076,4147,5076,1008.64,1,1,1,10.00,1,0,3,
1580,4023,9715,4023,9715,1008.64,1,1,1,10.00,1,0,3,
1581,20,4147,20,4147,1008.64,1,1,1,40.00,1,0,4,
1582,5076,4136,5076,4136,1008.64,1,1,1,30.00,1,0,5,
1583,20020,4136,20020,4136,1008.65,1,1,1,40.00,1,0,4,
1584,20,4136,20,4136,1008.68,1,1,1,20.00,1,0,4,
1585,4136,5076,4136,5076,1008.68,1,1,1,30.00,1,0,5,
1586,4147,4136,4147,4136,1008.70,1,1,1,5.00,1,0,5,
1587,5076,4147,5076,4147,1008.72,1,1,1,30.00,1,0,3,
1588,9715,4023,9715,4023,1008.73,1,1,1,5.00,1,0,3,
1589,5076,20,5076,20,1008.75,1,1,1,30.00,1,0,4,
1590,20,4023,20,4023,1008.75,1,1,1,1.00,1,0,4,
1591,5076,4136,5076,4136,1008.77,1,1,1,10.00,1,0,5,
1592,20,4136,20,4136,1008.77,1,1,1,5.00,1,0,4,
1593,4147,4136,4147,4136,1008.78,1,1,1,30.00,1,0,5,
1594,20,5076,20,5076,1008.78,1,1,1,30.00,1,0,4,
1595,4023,9715,4023,9715,1008.80,1,1,1,60.00,1,0,3,
1596,20,9715,20,9715,1008.81,1,1,1,15.00,1,0,4,
1597,4136,5076,4136,5076,1008.84,1,1,1,5.00,1,0,5,
1598,9715,4147,9715,4147,1008.86,1,1,1,5.00,1,0,5,
1599,4147,4136,4147,4136,1008.86,1,1,1,5.00,1,0,5,
1600,4147,5076,4147,5076,1008.86,1,1,1,10.00,1,0,3,
1601,4147,9715,4147,9715,1008.87,1,1,1,1.00,2,0,5,
1602,20,4136,20,4136,1008.87,1,1,1,30.00,1,0,4,
1603,5076,4136,5076,4136,1008.89,1,1,1,40.00,1,0,5,
1604,9715,4136,9715,4136,1008.91,1,1,1,10.00,2,0,3,
1605,4147,4136,4147,4136,1008.94,1,1,1,60.00,2,0,5,
1606,20020,4136,20020,4136,1008.96,1,1,1,30.00,1,0,4,
1607,4023,9715,4023,9715,1008.96,1,1,1,30.00,1,0,3,
1608,20021,4136,20021,4136,1008.97,1,1,1,10.00,1,0,5,
1609,20,4136,20,4136,1008.97,1,1,1,10.00,1,0,4,
1610,4023,4136,4023,4136,1008.97,1,1,1,15.00,1,0,3,
1611,4136,5076,4136,5076,1008.99,1,1,1,30.00,1,0,5,
1612,5076,4136,5076,4136,1009.01,1,1,1,30.00,1,0,5,
1613,4147,4136,4147,4136,1009.02,1,1,1,20.00,1,0,5,
1614,20,5076,20,5076,1009.02,1,1,1,20.00,1,0,4,
1615,9715,4023,9715,4023,1009.05,1,1,1,30.00,1,0,3,
1616,20021,5076,20021,5076,1009.06,1,1,1,15.00,1,0,3,
1617,20,4136,20,4136,1009.07,1,1,1,10.00,1,0,4,
1618,4147,20020,4147,20020,1009.09,1,1,1,5.00,2,0,4,
1619,4147,5076,4147,5076,1009.09,1,1,1,30.00,1,0,3,
1620,4147,4136,4147,4136,1009.10,1,1,1,10.00,1,0,5,
1621,4023,9715,4023,9715,1009.13,1,1,1,1.00,1,0,3,
1622,5076,4136,5076,4136,1009.14,1,1,1,1.00,1,0,5,
1623,4136,5076,4136,5076,1009.14,1,1,1,10.00,1,0,5,
1624,20,4136,20,4136,1009.17,1,1,1,5.00,1,0,4,
1625,4147,4136,4147,4136,1009.18,1,1,1,1.00,1,0,5,
1626,20,20021,20,20021,1009.20,1,1,1,10.00,1,0,4,
1627,9715,20,9715,20,1009.20,1,1,1,15.00,1,0,4,
1628,20,4147,20,4147,1009.22,1,1,1,20.00,2,0,4,
1629,20,9715,20,9715,1009.25,1,1,1,30.00,1,0,4,
1630,4147,4136,4147,4136,1009.26,1,1,1,10.00,1,0,5,
1631,5076,4136,5076,4136,1009.26,1,1,1,10.00,2,0,5,
1632,5076,4147,5076,4147,1009.27,1,1,1,30.00,1,0,3,
1633,20,5076,20,5076,1009.27,1,1,1,10.00,1,0,4,
1634,20,4136,20,4136,1009.27,1,1,1,5.00,2,0,4,
1635,20020,4136,20020,4136,1009.27,1,1,1,5.00,1,0,4,
1636,20,4023,20,4023,1009.29,1,1,1,30.00,1,0,4,
1637,4136,5076,4136,5076,1009.29,1,1,1,15.00,1,0,5,
1638,4023,9715,4023,9715,1009.29,1,1,1,15.00,1,0,3,
1639,4147,5076,4147,5076,1009.32,1,1,1,10.00,2,0,3,
1640,4023,5076,4023,5076,1009.32,1,1,1,5.00,1,0,5,
1641,4147,4136,4147,4136,1009.34,1,1,1,15.00,2,0,5,
1642,20021,4136,20021,4136,1009.35,1,1,1,5.00,2,0,5,
1643,4023,4147,4023,4147,1009.35,1,1,1,5.00,1,0,5,
1644,4147,9715,4147,9715,1009.35,1,1,1,10.00,1,0,5,
1645,9715,4023,9715,4023,1009.37,1,1,1,1.00,2,0,3,
1646,20,4136,20,4136,1009.37,1,1,1,30.00,2,0,4,
1647,5076,4136,5076,4136,1009.38,1,1,1,10.00,1,0,5,
1648,4147,4136,4147,4136,1009.42,1,1,1,5.00,1,0,5,
1649,4147,20,4147,20,1009.44,1,1,1,10.00,1,0,4,
1650,4136,5076,4136,5076,1009.44,1,1,1,30.00,1,0,5,
1651,4023,9715,4023,9715,1009.46,1,1,1,40.00,2,0,3,
1652,5076,20021,5076,20021,1009.46,1,1,1,5.00,1,0,3,
1653,20,4136,20,4136,1009.47,1,1,1,5.00,1,0,4,
1654,4023,4136,4023,4136,1009.49,1,1,1,30.00,1,0,3,
1655,4147,4136,4147,4136,1009.50,1,1,1,10.00,2,0,5,
1656,5076,4136,5076,4136,1009.51,1,1,1,10.00,1,0,5,
1657,20,5076,20,5076,1009.51,1,1,1,1.00,1,0,4,
1658,4147,5076,4147,5076,1009.55,1,1,1,1.00,1,0,3,
1659,4023,20,4023,20,1009.57,1,1,1,1.00,1,0,4,
1660,9715,4136,9715,4136,1009.57,1,1,1,10.00,1,0,3,
1661,20,4136,20,4136,1009.57,1,1,1,15.00,1,0,4,
1662,4147,4136,4147,4136,1009.58,1,1,1,30.00,1,0,5,
1663,20020,4136,20020,4136,1009.59,1,1,1,15.00,1,0,4,
1664,4136,5076,4136,5076,1009.59,1,1,1,40.00,2,0,5,
1665,4023,9715,4023,9715,1009.62,1,1,1,1.00,2,0,3,
1666,5076,4136,5076,4136,1009.63,1,1,1,30.00,1,0,5,
1667,9715,5076,9715,5076,1009.66,1,1,1,15.00,1,0,5,
1668,4147,4136,4147,4136,1009.66,1,1,1,40.00,1,0,5,
1669,20,4136,20,4136,1009.67,1,1,1,30.00,1,0,4,
1670,9715,4023,9715,4023,1009.68,1,1,1,10.00,1,0,3,
1671,20,9715,20,9715,1009.70,1,1,1,15.00,1,0,4,
1672,4147,4136,4147,4136,1009.73,1,1,1,10.00,1,0,5,
1673,20021,4136,20021,4136,1009.74,1,1,1,15.00,1,0,5,
1674,4136,5076,4136,5076,1009.75,1,1,1,20.00,1,0,5,
1675,5076,4136,5076,4136,1009.75,1,1,1,10.00,1,0,5,
1676,20,5076,20,5076,1009.76,1,1,1,30.00,1,0,4,
1677,20021,5076,20021,5076,1009.76,1,1,1,10.00,1,0,3,
1678,20,4136,20,4136,1009.77,1,1,1,10.00,1,0,4,
1679,4147,5076,4147,5076,1009.77,1,1,1,30.00,1,0,3,
